temp,pork
24.1,1017.48
24.11,1017.48
24.09,1017.48
24.05,1017.48
24.06,1017.48
24.05,1017.48
24.07,1017.5
24.06,1017.52
24.06,1017.54
24.06,1017.54
24.06,1017.56
24.05,1017.58
24.01,1017.6
24.01,1017.6
24,1017.6
23.97,1017.6
23.97,1017.6
24,1017.6
24.01,1017.6
23.97,1017.62
23.95,1017.62
23.92,1017.64
23.92,1017.64
23.94,1017.66
23.93,1017.66
23.91,1017.66
23.9,1017.68
23.91,1017.68
23.89,1017.7
23.9,1017.72
23.9,1017.72
23.92,1017.72
23.87,1017.74
23.87,1017.74
23.89,1017.74
23.89,1017.74
23.89,1017.74
23.87,1017.76
23.88,1017.76
23.85,1017.78
23.87,1017.8
23.9,1017.82
23.89,1017.84
23.87,1017.84
23.84,1017.84
23.85,1017.86
23.84,1017.88
23.82,1017.9
23.8,1017.92
23.84,1017.92
23.86,1017.92
23.83,1017.94
23.8,1017.96
23.83,1017.96
23.84,1017.98
23.8,1017.98
23.81,1017.98
23.81,1018
23.8,1018.02
23.79,1018.04
23.81,1018.06
23.8,1018.06
23.79,1018.08
23.78,1018.1
23.78,1018.12
23.8,1018.14
23.79,1018.16
23.77,1018.16
23.75,1018.18
23.79,1018.2
23.8,1018.22
23.77,1018.24
23.79,1018.24
23.79,1018.26
23.79,1018.28
23.79,1018.28
23.75,1018.28
23.73,1018.3
23.75,1018.32
23.77,1018.32
23.76,1018.34
23.75,1018.36
23.73,1018.38
23.75,1018.38
23.74,1018.38
23.75,1018.4
23.75,1018.42
23.74,1018.44
23.74,1018.46
23.75,1018.46
23.77,1018.46
23.75,1018.48
23.74,1018.5
23.73,1018.5
23.71,1018.5
23.72,1018.52
23.7,1018.51
23.7,1018.53
23.69,1018.53
23.68,1018.53
23.67,1018.53
23.68,1018.53
23.68,1018.55
23.64,1018.55
23.63,1018.57
23.66,1018.59
23.68,1018.59
23.69,1018.59
23.71,1018.59
23.72,1018.59
23.72,1018.61
23.74,1018.61
23.73,1018.63
23.72,1018.63
23.73,1018.65
23.75,1018.65
23.75,1018.67
23.76,1018.67
23.78,1018.67
23.78,1018.67
23.8,1018.67
23.81,1018.67
23.81,1018.67
23.81,1018.69
23.82,1018.69
23.81,1018.69
23.79,1018.71
23.77,1018.73
23.79,1018.75
23.78,1018.77
23.78,1018.79
23.81,1018.78
23.78,1018.78
23.8,1018.78
23.83,1018.78
23.84,1018.8
23.85,1018.82
23.82,1018.82
23.85,1018.84
23.85,1018.86
23.85,1018.88
23.83,1018.88
23.84,1018.9
23.86,1018.9
23.91,1018.9
23.9,1018.9
23.91,1018.9
23.92,1018.9
23.95,1018.92
23.95,1018.92
23.93,1018.92
23.9,1018.94
23.89,1018.94
23.92,1018.94
23.92,1018.94
23.94,1018.94
23.96,1018.96
23.95,1018.96
23.96,1018.98
23.96,1018.98
23.99,1018.98
23.97,1019
23.99,1019.02
23.95,1019.04
24.01,1019.06
24.02,1019.08
24.03,1019.1
24.05,1019.12
24.06,1019.11
24.08,1019.11
24.07,1019.13
24.06,1019.15
24.07,1019.17
24.08,1019.19
24.08,1019.21
24.1,1019.23
24.12,1019.25
24.09,1019.27
23.99,1019.26
23.92,1019.26
23.87,1019.28
23.85,1019.3
23.84,1019.3
23.81,1019.32
23.79,1019.34
23.78,1019.36
23.77,1019.36
23.79,1019.38
23.75,1019.38
23.73,1019.4
23.71,1019.4
23.69,1019.4
23.69,1019.42
23.69,1019.44
23.65,1019.44
23.69,1019.46
23.66,1019.46
23.67,1019.48
23.65,1019.5
23.63,1019.52
23.62,1019.54
23.63,1019.53
23.64,1019.55
23.66,1019.55
23.7,1019.55
23.7,1019.55
23.65,1019.55
23.65,1019.55
23.68,1019.55
23.81,1019.57
23.9,1019.59
23.91,1019.59
23.93,1019.61
23.99,1019.63
24.01,1019.65
23.98,1019.67
23.99,1019.69
24.04,1019.71
24.05,1019.71
24.04,1019.73
24.06,1019.75
24.12,1019.75
24.13,1019.75
24.17,1019.75
24.21,1019.77
24.25,1019.76
24.32,1019.78
24.3,1019.78
24.31,1019.8
24.34,1019.8
24.38,1019.82
24.37,1019.82
24.36,1019.84
24.31,1019.86
24.31,1019.86
24.29,1019.86
24.36,1019.88
24.42,1019.88
24.38,1019.9
24.35,1019.9
24.28,1019.9
24.29,1019.9
24.27,1019.92
24.25,1019.92
24.23,1019.94
24.24,1019.96
24.22,1019.96
24.22,1019.98
24.22,1020
24.22,1020.02
24.23,1020.01
24.27,1020.01
24.3,1020.01
24.34,1020.01
24.36,1020.01
24.36,1020.03
24.38,1020.05
24.42,1020.05
24.43,1020.07
24.43,1020.07
24.43,1020.07
24.42,1020.07
24.4,1020.09
24.4,1020.09
24.38,1020.09
24.36,1020.09
24.35,1020.11
24.33,1020.13
24.33,1020.15
24.33,1020.17
24.29,1020.17
24.26,1020.19
24.22,1020.19
24.22,1020.21
24.23,1020.21
24.26,1020.23
24.27,1020.23
24.25,1020.25
24.28,1020.25
24.27,1020.27
24.29,1020.26
24.31,1020.26
24.3,1020.26
24.3,1020.26
24.31,1020.26
24.33,1020.26
24.32,1020.26
24.39,1020.28
24.4,1020.3
24.43,1020.3
24.42,1020.32
24.41,1020.31
24.42,1020.3
24.44,1020.3
24.43,1020.3
24.44,1020.3
24.43,1020.32
24.46,1020.34
24.45,1020.34
24.43,1020.36
24.4,1020.35
24.43,1020.37
24.47,1020.37
24.5,1020.39
24.52,1020.38
24.5,1020.38
24.5,1020.4
24.49,1020.39
24.49,1020.38
24.5,1020.38
24.52,1020.38
24.54,1020.4
24.5,1020.39
24.48,1020.41
24.46,1020.41
24.5,1020.41
24.48,1020.41
24.47,1020.41
24.47,1020.43
24.47,1020.43
24.45,1020.45
24.44,1020.45
24.45,1020.47
24.43,1020.49
24.44,1020.49
24.52,1020.51
24.56,1020.51
24.51,1020.51
24.4,1020.53
24.4,1020.52
24.38,1020.54
24.32,1020.54
24.34,1020.56
24.33,1020.55
24.37,1020.57
24.4,1020.59
24.41,1020.59
24.44,1020.61
24.44,1020.63
24.44,1020.65
24.44,1020.67
24.45,1020.67
24.45,1020.67
24.45,1020.69
24.48,1020.71
24.52,1020.73
24.53,1020.72
24.54,1020.72
24.51,1020.72
24.54,1020.72
24.59,1020.74
24.63,1020.74
24.62,1020.76
24.54,1020.76
24.5,1020.76
24.52,1020.76
24.52,1020.78
24.48,1020.77
24.49,1020.76
24.5,1020.76
24.48,1020.78
24.5,1020.77
24.51,1020.76
24.47,1020.78
24.47,1020.77
24.46,1020.76
24.5,1020.76
24.54,1020.78
24.48,1020.77
24.48,1020.76
24.48,1020.76
24.52,1020.78
24.52,1020.77
24.54,1020.79
24.57,1020.81
24.59,1020.83
24.62,1020.85
24.64,1020.84
24.65,1020.86
24.66,1020.85
24.7,1020.84
24.69,1020.84
24.72,1020.86
24.74,1020.85
24.76,1020.84
24.76,1020.84
24.78,1020.84
24.83,1020.84
24.8,1020.84
24.77,1020.86
24.77,1020.88
24.75,1020.88
24.72,1020.88
24.7,1020.88
24.65,1020.9
24.63,1020.89
24.62,1020.88
24.6,1020.9
24.59,1020.92
24.54,1020.94
24.53,1020.96
24.51,1020.96
24.5,1020.98
24.47,1021
24.47,1021
24.43,1021.02
24.44,1021.04
24.41,1021.06
24.44,1021.08
24.42,1021.08
24.41,1021.08
24.48,1021.1
24.5,1021.09
24.48,1021.09
24.5,1021.09
24.47,1021.11
24.51,1021.1
24.51,1021.12
24.51,1021.12
24.52,1021.14
24.52,1021.14
24.54,1021.14
24.54,1021.14
24.53,1021.14
24.53,1021.16
24.51,1021.18
24.49,1021.18
24.48,1021.2
24.5,1021.2
24.51,1021.22
24.52,1021.24
24.52,1021.24
24.51,1021.26
24.49,1021.28
24.54,1021.27
24.54,1021.29
24.55,1021.29
24.55,1021.31
24.54,1021.3
24.54,1021.32
24.58,1021.31
24.57,1021.3
24.57,1021.32
24.59,1021.31
24.59,1021.3
24.61,1021.32
24.6,1021.34
24.59,1021.36
24.59,1021.38
24.59,1021.4
24.59,1021.39
24.61,1021.41
24.6,1021.41
24.59,1021.43
24.62,1021.43
24.62,1021.45
24.62,1021.47
24.62,1021.49
24.62,1021.49
24.64,1021.49
24.63,1021.49
24.63,1021.49
24.63,1021.49
24.62,1021.49
24.6,1021.49
24.6,1021.51
24.59,1021.51
24.57,1021.53
24.58,1021.55
24.58,1021.57
24.6,1021.59
24.6,1021.61
24.61,1021.63
24.6,1021.63
24.6,1021.65
24.59,1021.64
24.57,1021.64
24.59,1021.66
24.6,1021.66
24.62,1021.66
24.61,1021.68
24.61,1021.7
24.62,1021.7
24.62,1021.7
24.6,1021.7
24.6,1021.72
24.59,1021.74
24.6,1021.74
24.63,1021.76
24.62,1021.76
24.63,1021.76
24.61,1021.76
24.62,1021.76
24.63,1021.76
24.63,1021.76
24.63,1021.76
24.66,1021.76
24.64,1021.78
24.63,1021.8
24.63,1021.8
24.63,1021.82
24.65,1021.84
24.65,1021.86
24.67,1021.85
24.69,1021.87
24.6,1021.89
24.58,1021.91
24.56,1021.93
24.52,1021.95
24.53,1021.97
24.53,1021.97
24.5,1021.97
24.47,1021.99
24.38,1021.99
24.32,1021.99
24.26,1022.01
24.29,1022.03
24.28,1022.05
24.29,1022.07
24.25,1022.06
24.22,1022.05
24.18,1022.05
24.19,1022.05
24.16,1022.07
24.17,1022.09
24.16,1022.11
24.1,1022.1
24.1,1022.09
24.11,1022.09
24.1,1022.09
24.08,1022.11
24.03,1022.1
24.05,1022.12
24.05,1022.12
24.05,1022.12
24.02,1022.14
24,1022.16
23.99,1022.18
24.02,1022.2
24,1022.2
23.97,1022.22
24.01,1022.24
23.98,1022.24
23.98,1022.24
23.99,1022.26
23.97,1022.26
23.97,1022.26
23.96,1022.28
23.98,1022.27
23.99,1022.26
23.99,1022.26
23.97,1022.26
23.93,1022.26
23.93,1022.28
23.93,1022.3
23.92,1022.32
23.93,1022.31
23.88,1022.33
23.88,1022.33
23.88,1022.35
23.89,1022.37
23.89,1022.37
23.87,1022.39
23.82,1022.41
23.83,1022.41
23.83,1022.43
23.78,1022.43
23.77,1022.43
23.8,1022.45
23.81,1022.47
23.84,1022.47
23.85,1022.49
23.83,1022.51
23.82,1022.51
23.85,1022.53
23.85,1022.52
23.82,1022.51
23.83,1022.53
23.83,1022.52
23.84,1022.54
23.83,1022.54
23.82,1022.54
23.79,1022.54
23.81,1022.56
23.79,1022.58
23.78,1022.58
23.78,1022.58
23.79,1022.58
23.76,1022.6
23.8,1022.62
23.78,1022.62
23.78,1022.64
23.76,1022.64
23.76,1022.64
23.78,1022.64
23.75,1022.64
23.77,1022.64
23.77,1022.64
23.76,1022.64
23.78,1022.66
23.75,1022.68
23.77,1022.68
23.77,1022.7
23.75,1022.7
23.76,1022.72
23.76,1022.74
23.76,1022.76
23.75,1022.78
23.74,1022.8
23.74,1022.8
23.7,1022.8
23.66,1022.8
23.68,1022.82
23.63,1022.84
23.66,1022.84
23.68,1022.84
23.71,1022.86
23.71,1022.88
23.72,1022.88
23.71,1022.9
23.72,1022.92
23.7,1022.92
23.69,1022.92
23.7,1022.94
23.64,1022.93
23.69,1022.93
23.68,1022.95
23.67,1022.95
23.69,1022.95
23.72,1022.97
23.75,1022.99
23.73,1023.01
23.72,1023.03
23.71,1023.05
23.72,1023.05
23.68,1023.07
23.69,1023.06
23.69,1023.05
23.71,1023.07
23.69,1023.09
23.7,1023.09
23.68,1023.11
23.72,1023.1
23.71,1023.12
23.7,1023.14
23.74,1023.16
23.68,1023.18
23.69,1023.2
23.7,1023.2
23.71,1023.22
23.71,1023.22
23.68,1023.24
23.74,1023.26
23.76,1023.28
23.74,1023.27
23.75,1023.26
23.75,1023.26
23.77,1023.26
23.76,1023.26
23.74,1023.28
23.73,1023.27
23.72,1023.26
23.73,1023.28
23.75,1023.3
23.74,1023.32
23.71,1023.34
23.74,1023.34
23.73,1023.34
23.74,1023.34
23.74,1023.36
23.75,1023.35
23.79,1023.34
23.83,1023.34
23.85,1023.36
23.86,1023.35
23.86,1023.37
23.9,1023.37
23.87,1023.39
23.9,1023.38
23.89,1023.4
23.94,1023.42
23.94,1023.44
23.95,1023.46
23.94,1023.48
23.96,1023.5
23.96,1023.52
23.95,1023.51
23.97,1023.53
23.98,1023.55
23.97,1023.55
24.01,1023.55
24,1023.57
24.01,1023.56
24,1023.55
24.02,1023.55
24.04,1023.57
24.03,1023.59
24.05,1023.61
24.06,1023.63
24.05,1023.63
24.09,1023.65
24.09,1023.67
24.1,1023.69
24.11,1023.68
24.11,1023.68
24.08,1023.68
24.11,1023.68
24.12,1023.7
24.12,1023.72
24.14,1023.74
24.16,1023.74
24.17,1023.74
24.21,1023.74
24.12,1023.76
23.95,1023.76
23.84,1023.78
23.81,1023.77
23.92,1023.76
23.98,1023.76
24,1023.78
23.96,1023.8
23.83,1023.82
23.79,1023.84
23.78,1023.86
23.75,1023.88
23.75,1023.88
23.75,1023.9
23.74,1023.89
23.76,1023.91
23.79,1023.93
23.82,1023.93
23.83,1023.93
23.81,1023.93
23.83,1023.93
23.84,1023.93
23.84,1023.93
23.8,1023.93
23.77,1023.93
23.77,1023.95
23.75,1023.95
23.68,1023.95
23.64,1023.97
23.64,1023.97
23.68,1023.99
23.69,1023.99
23.76,1023.99
23.77,1024.01
23.76,1024.01
23.79,1024.03
23.82,1024.05
23.85,1024.07
23.81,1024.09
23.77,1024.11
23.77,1024.13
23.77,1024.13
23.78,1024.13
23.8,1024.13
23.78,1024.13
23.78,1024.15
23.76,1024.14
23.77,1024.14
23.77,1024.14
23.76,1024.14
23.77,1024.16
23.72,1024.16
23.73,1024.16
23.64,1024.18
23.41,1024.18
23.49,1024.18
23.43,1024.2
23.44,1024.22
23.55,1024.24
23.7,1024.24
23.7,1024.26
23.71,1024.26
23.64,1024.26
23.65,1024.28
23.67,1024.3
23.6,1024.29
23.41,1024.28
23.4,1024.3
23.33,1024.32
23.51,1024.31
23.56,1024.3
23.54,1024.29
23.68,1024.31
23.83,1024.3
23.84,1024.29
23.8,1024.31
23.84,1024.33
23.91,1024.35
23.9,1024.34
23.88,1024.33
23.82,1024.35
23.78,1024.34
23.77,1024.33
23.77,1024.32
23.75,1024.34
23.81,1024.36
23.83,1024.35
23.86,1024.37
23.89,1024.39
23.9,1024.38
23.85,1024.4
23.93,1024.39
23.94,1024.38
23.95,1024.37
24.04,1024.36
24.1,1024.38
24.06,1024.37
24.08,1024.36
24.09,1024.38
24.09,1024.4
24.07,1024.42
24.05,1024.44
24,1024.43
23.97,1024.42
23.99,1024.44
23.91,1024.46
23.93,1024.48
23.87,1024.47
23.95,1024.49
24.03,1024.51
24.02,1024.53
24.02,1024.52
24.01,1024.51
23.95,1024.53
23.99,1024.52
24.03,1024.54
24.03,1024.53
24.02,1024.55
24.05,1024.54
24.09,1024.56
24.02,1024.55
24.05,1024.54
24.05,1024.53
24.08,1024.52
24.08,1024.54
24.14,1024.53
24.16,1024.52
24.2,1024.54
24.23,1024.53
24.27,1024.52
24.22,1024.54
24.21,1024.56
24.22,1024.55
24.23,1024.57
24.22,1024.56
24.27,1024.55
24.29,1024.57
24.22,1024.56
24.27,1024.55
24.27,1024.57
24.26,1024.56
24.25,1024.58
24.27,1024.6
24.31,1024.62
24.24,1024.61
24.26,1024.6
24.2,1024.62
24.22,1024.61
24.27,1024.63
24.23,1024.62
24.23,1024.64
24.22,1024.66
24.22,1024.68
24.25,1024.67
24.24,1024.66
24.22,1024.65
24.27,1024.64
24.3,1024.64
24.26,1024.66
24.1,1024.68
24.09,1024.67
24.16,1024.69
24.22,1024.68
24.25,1024.67
24.25,1024.69
24.26,1024.68
24.27,1024.67
24.25,1024.69
24.19,1024.68
24.15,1024.7
24.15,1024.72
24.2,1024.74
24.2,1024.73
24.13,1024.75
24.23,1024.77
24.25,1024.79
24.21,1024.78
24.17,1024.77
24.21,1024.76
24.2,1024.75
24.25,1024.77
24.27,1024.79
24.26,1024.81
24.25,1024.83
24.24,1024.82
24.18,1024.84
24.17,1024.83
24.17,1024.82
24.17,1024.81
24.1,1024.83
24.01,1024.85
24.09,1024.87
24.14,1024.89
24.13,1024.91
24.17,1024.9
24.19,1024.89
24.16,1024.88
24.1,1024.87
24.15,1024.86
24.15,1024.88
24.18,1024.87
24.16,1024.89
24.2,1024.91
24.18,1024.9
24.13,1024.92
24.07,1024.91
24.13,1024.9
24.02,1024.89
24.06,1024.91
24.04,1024.9
24,1024.92
23.88,1024.94
23.77,1024.93
23.71,1024.92
23.72,1024.91
23.77,1024.9
23.79,1024.89
23.75,1024.91
23.8,1024.93
23.9,1024.92
23.84,1024.94
23.81,1024.93
23.76,1024.95
23.76,1024.97
23.74,1024.97
23.74,1024.99
23.78,1025.01
23.75,1025.03
23.83,1025.05
23.8,1025.04
23.71,1025.06
23.73,1025.05
23.74,1025.07
23.66,1025.09
23.6,1025.08
23.65,1025.1
23.59,1025.09
23.7,1025.08
23.62,1025.07
23.63,1025.06
23.46,1025.05
23.55,1025.07
23.55,1025.06
23.61,1025.05
23.53,1025.04
23.48,1025.03
23.6,1025.05
23.64,1025.04
23.7,1025.06
23.63,1025.08
23.61,1025.1
23.52,1025.09
23.51,1025.08
23.55,1025.07
23.49,1025.09
23.6,1025.08
23.53,1025.1
23.53,1025.09
23.39,1025.11
23.47,1025.1
23.26,1025.12
23.2,1025.14
23.22,1025.16
23.14,1025.15
23.38,1025.17
23.53,1025.16
23.43,1025.18
23.45,1025.17
23.53,1025.19
23.34,1025.18
23.41,1025.2
23.48,1025.19
23.39,1025.21
23.31,1025.23
23.34,1025.22
23.32,1025.24
23.36,1025.23
23.53,1025.25
23.57,1025.27
23.54,1025.29
23.48,1025.31
23.5,1025.3
23.79,1025.32
23.59,1025.34
23.62,1025.36
23.58,1025.38
23.51,1025.4
23.52,1025.42
23.33,1025.41
23.42,1025.43
23.41,1025.42
23.43,1025.44
23.53,1025.43
23.54,1025.42
23.46,1025.41
23.4,1025.43
23.21,1025.45
23.26,1025.47
23.25,1025.49
23.29,1025.51
23.36,1025.5
23.2,1025.49
23.26,1025.51
23.3,1025.53
23.28,1025.55
23.32,1025.54
23.37,1025.56
23.36,1025.55
23.26,1025.57
23.23,1025.59
23.22,1025.58
23.21,1025.57
23.23,1025.56
23.18,1025.55
23.09,1025.54
23.14,1025.53
23.14,1025.52
23.16,1025.51
23.14,1025.5
23.16,1025.52
23.18,1025.54
23,1025.56
23.16,1025.58
23.13,1025.6
23.16,1025.59
23.02,1025.58
23.09,1025.57
22.94,1025.56
22.94,1025.58
22.96,1025.6
22.93,1025.59
22.91,1025.61
22.98,1025.63
23,1025.62
23.06,1025.64
23.13,1025.64
23.17,1025.64
23.24,1025.64
23.12,1025.64
23.04,1025.66
22.95,1025.65
22.94,1025.67
22.9,1025.69
22.78,1025.71
22.73,1025.7
22.74,1025.72
22.75,1025.72
22.74,1025.72
22.78,1025.74
22.93,1025.73
22.86,1025.75
22.94,1025.77
22.74,1025.76
22.82,1025.78
22.8,1025.8
22.84,1025.79
22.74,1025.78
22.68,1025.77
22.65,1025.76
22.77,1025.78
22.72,1025.77
22.76,1025.79
22.76,1025.81
22.76,1025.83
22.68,1025.85
22.69,1025.84
22.77,1025.83
22.75,1025.85
22.7,1025.87
22.72,1025.86
22.72,1025.85
22.68,1025.87
22.76,1025.89
22.8,1025.91
22.79,1025.93
22.83,1025.92
22.89,1025.91
22.84,1025.9
22.81,1025.92
22.77,1025.91
22.84,1025.9
22.89,1025.89
22.76,1025.88
22.77,1025.87
22.68,1025.89
22.61,1025.91
22.57,1025.9
22.58,1025.89
22.56,1025.91
22.61,1025.9
22.6,1025.92
22.59,1025.94
22.57,1025.93
22.51,1025.95
22.47,1025.94
22.42,1025.96
22.55,1025.98
22.6,1026
22.59,1026.02
22.56,1026.01
22.57,1026
22.62,1026.02
22.61,1026.04
22.64,1026.06
22.51,1026.05
22.47,1026.07
22.43,1026.06
22.49,1026.08
22.49,1026.07
22.52,1026.06
22.55,1026.08
22.57,1026.1
22.6,1026.09
22.62,1026.08
22.59,1026.07
22.52,1026.09
22.49,1026.08
22.46,1026.07
22.4,1026.09
22.31,1026.11
22.32,1026.1
22.38,1026.09
22.37,1026.08
22.42,1026.07
22.42,1026.09
22.48,1026.08
22.54,1026.1
22.46,1026.12
22.38,1026.14
22.4,1026.14
22.4,1026.14
22.36,1026.14
22.3,1026.16
22.36,1026.18
22.28,1026.17
22.37,1026.19
22.51,1026.18
22.49,1026.17
22.53,1026.19
22.53,1026.21
22.54,1026.2
22.54,1026.19
22.57,1026.18
22.62,1026.17
22.61,1026.19
22.6,1026.18
22.55,1026.2
22.59,1026.22
22.68,1026.22
22.7,1026.24
22.79,1026.26
22.71,1026.28
22.66,1026.3
22.69,1026.29
22.65,1026.28
22.71,1026.3
22.56,1026.29
22.64,1026.28
22.7,1026.27
22.78,1026.29
22.66,1026.31
22.71,1026.3
22.66,1026.29
22.51,1026.28
22.66,1026.27
22.69,1026.29
22.71,1026.28
22.83,1026.3
22.74,1026.29
22.85,1026.28
22.92,1026.27
23.02,1026.29
22.96,1026.28
23.08,1026.27
23.09,1026.26
23.14,1026.25
23.24,1026.24
23.07,1026.26
23.07,1026.28
23.19,1026.3
23.19,1026.29
23.24,1026.31
23.31,1026.3
23.3,1026.29
23.33,1026.31
23.44,1026.3
23.48,1026.29
23.51,1026.31
23.53,1026.33
23.51,1026.32
23.51,1026.34
23.48,1026.36
23.53,1026.38
23.54,1026.37
23.54,1026.36
23.51,1026.35
23.47,1026.34
23.43,1026.36
23.44,1026.38
23.41,1026.37
23.4,1026.36
23.36,1026.38
23.35,1026.37
23.31,1026.36
23.32,1026.38
23.31,1026.37
23.34,1026.39
23.31,1026.41
23.26,1026.43
23.29,1026.42
23.34,1026.44
23.3,1026.46
23.36,1026.48
23.31,1026.5
23.33,1026.49
23.34,1026.51
23.34,1026.5
23.37,1026.49
23.4,1026.51
23.42,1026.5
23.42,1026.49
23.47,1026.51
22.84,1026.53
22.89,1026.52
22.91,1026.51
22.97,1026.5
23.04,1026.52
23.11,1026.54
23.14,1026.56
23.14,1026.55
23.13,1026.57
23.18,1026.59
23.16,1026.58
23.21,1026.57
23.23,1026.59
23.26,1026.61
23.3,1026.6
23.33,1026.59
23.34,1026.58
23.35,1026.6
23.42,1026.59
23.41,1026.58
23.45,1026.6
23.42,1026.62
23.42,1026.64
23.39,1026.64
23.41,1026.64
23.45,1026.66
23.5,1026.68
23.5,1026.7
23.51,1026.69
23.51,1026.68
23.52,1026.67
23.49,1026.66
23.46,1026.65
23.45,1026.67
23.41,1026.66
23.37,1026.68
23.38,1026.67
23.43,1026.66
23.47,1026.65
23.48,1026.64
23.48,1026.64
23.43,1026.66
23.42,1026.65
23.43,1026.67
23.4,1026.69
23.46,1026.71
23.48,1026.7
23.51,1026.69
23.49,1026.68
23.51,1026.7
23.51,1026.69
23.5,1026.68
23.52,1026.7
23.53,1026.69
23.56,1026.68
23.57,1026.67
23.54,1026.66
23.49,1026.65
23.52,1026.64
23.5,1026.64
23.58,1026.66
23.59,1026.68
23.64,1026.7
23.57,1026.72
23.59,1026.72
23.58,1026.74
23.53,1026.76
23.51,1026.75
23.56,1026.77
23.61,1026.76
23.67,1026.75
23.71,1026.77
23.72,1026.79
23.72,1026.81
23.77,1026.83
23.83,1026.85
23.88,1026.84
23.85,1026.83
23.9,1026.85
23.8,1026.84
23.77,1026.83
23.78,1026.85
23.82,1026.87
23.77,1026.89
23.74,1026.88
23.71,1026.9
23.72,1026.89
23.66,1026.91
23.64,1026.9
23.6,1026.92
23.62,1026.94
23.6,1026.93
23.6,1026.95
23.6,1026.94
23.62,1026.96
23.59,1026.98
23.59,1026.97
23.63,1026.99
23.61,1026.98
23.61,1027
23.6,1027.02
23.7,1027.04
23.74,1027.06
23.68,1027.08
23.66,1027.07
23.6,1027.09
23.66,1027.11
23.6,1027.1
23.6,1027.12
23.56,1027.11
23.64,1027.1
23.59,1027.12
23.6,1027.14
23.56,1027.16
23.59,1027.18
23.54,1027.15
23.51,1027.17
23.54,1027.19
23.51,1027.21
23.56,1027.23
23.59,1027.25
23.65,1027.24
23.6,1027.23
23.63,1027.22
23.72,1027.21
23.73,1027.23
23.66,1027.25
23.68,1027.27
23.61,1027.29
23.62,1027.28
23.62,1027.3
23.57,1027.32
23.64,1027.34
23.6,1027.36
23.59,1027.35
23.55,1027.34
23.65,1027.36
23.56,1027.35
23.66,1027.37
23.67,1027.39
23.7,1027.41
23.7,1027.4
23.62,1027.42
23.65,1027.44
23.62,1027.43
23.61,1027.42
23.56,1027.41
23.56,1027.4
23.54,1027.42
23.6,1027.41
23.61,1027.43
23.55,1027.42
23.64,1027.41
23.85,1027.43
23.85,1027.45
23.8,1027.44
23.78,1027.43
23.85,1027.45
23.92,1027.47
23.98,1027.46
23.93,1027.45
23.87,1027.44
23.8,1027.43
23.73,1027.45
23.71,1027.44
23.72,1027.43
23.65,1027.45
23.69,1027.47
23.7,1027.46
23.69,1027.45
23.73,1027.47
23.78,1027.46
23.82,1027.45
23.85,1027.47
23.92,1027.49
23.95,1027.51
23.91,1027.53
23.92,1027.52
23.91,1027.54
23.91,1027.56
23.85,1027.55
23.81,1027.54
23.79,1027.53
23.77,1027.52
23.8,1027.54
23.84,1027.56
23.89,1027.58
23.91,1027.57
23.98,1027.59
23.94,1027.61
23.94,1027.6
23.89,1027.59
23.89,1027.61
23.9,1027.63
23.81,1027.65
23.75,1027.67
23.73,1027.66
23.74,1027.68
23.77,1027.7
23.79,1027.72
23.82,1027.71
23.81,1027.73
23.81,1027.72
23.72,1027.71
23.62,1027.73
23.62,1027.72
23.63,1027.74
23.59,1027.73
23.62,1027.72
23.64,1027.74
23.65,1027.73
23.64,1027.72
23.66,1027.74
23.7,1027.73
23.73,1027.72
23.69,1027.74
23.7,1027.76
23.73,1027.75
23.82,1027.74
23.76,1027.73
23.74,1027.75
23.81,1027.74
23.81,1027.76
23.78,1027.78
23.75,1027.77
23.67,1027.79
23.7,1027.78
23.71,1027.77
23.75,1027.79
23.78,1027.78
23.77,1027.77
23.72,1027.76
23.78,1027.75
23.83,1027.77
23.83,1027.76
23.81,1027.75
23.73,1027.77
23.78,1027.79
23.8,1027.78
23.82,1027.8
23.82,1027.79
23.78,1027.78
23.75,1027.77
23.78,1027.79
23.81,1027.78
23.84,1027.8
23.82,1027.82
23.78,1027.81
23.77,1027.8
23.8,1027.82
23.82,1027.81
23.74,1027.8
23.76,1027.82
23.75,1027.81
23.73,1027.8
23.79,1027.82
23.82,1027.84
23.79,1027.86
23.75,1027.85
23.74,1027.84
23.7,1027.86
23.74,1027.85
23.66,1027.84
23.69,1027.86
23.68,1027.88
23.61,1027.87
23.68,1027.86
23.67,1027.88
23.74,1027.9
23.67,1027.92
23.68,1027.94
23.66,1027.96
23.7,1027.98
23.64,1028
23.65,1027.99
23.72,1028.01
23.7,1028.03
23.83,1028.02
23.78,1028.04
23.81,1028.03
23.85,1028.02
23.83,1028.04
23.85,1028.03
23.9,1028.02
23.94,1028.01
23.86,1028.03
23.82,1028.05
23.82,1028.07
23.8,1028.06
23.83,1028.08
23.82,1028.07
23.77,1028.06
23.77,1028.05
23.77,1028.07
23.85,1028.09
23.87,1028.08
23.81,1028.07
23.74,1028.06
23.69,1028.05
23.72,1028.04
23.77,1028.03
23.75,1028.02
23.69,1028.01
23.73,1028.03
23.74,1028.02
23.69,1028.04
23.67,1028.03
23.64,1028.05
23.59,1028.04
23.58,1028.06
23.56,1028.05
23.56,1028.04
23.51,1028.06
23.46,1028.05
23.44,1028.04
23.4,1028.03
23.37,1028.05
23.34,1028.04
23.29,1028.06
23.29,1028.05
23.25,1028.04
23.26,1028.06
23.25,1028.08
23.26,1028.1
