temp,pork
26.66,1011.84
26.63,1011.86
26.59,1011.88
26.57,1011.86
26.57,1011.84
26.56,1011.82
26.53,1011.8
26.54,1011.82
26.56,1011.8
26.56,1011.82
26.57,1011.8
26.59,1011.8
26.62,1011.82
26.66,1011.8
26.69,1011.8
26.72,1011.82
26.71,1011.8
26.71,1011.82
26.72,1011.8
26.73,1011.82
26.74,1011.84
26.73,1011.82
26.69,1011.8
26.68,1011.8
26.64,1011.8
26.67,1011.8
26.68,1011.8
26.65,1011.82
26.61,1011.84
26.63,1011.82
26.64,1011.84
26.68,1011.86
26.64,1011.84
25.41,1011.86
25.46,1011.88
25.52,1011.9
25.63,1011.88
25.55,1011.9
25.48,1011.88
25.47,1011.9
25.45,1011.92
25.5,1011.9
25.53,1011.88
25.49,1011.86
25.52,1011.84
25.56,1011.86
25.53,1011.84
25.53,1011.86
25.5,1011.88
25.49,1011.9
25.42,1011.88
25.5,1011.9
25.5,1011.88
25.38,1011.86
25.43,1011.84
25.39,1011.82
25.38,1011.84
25.44,1011.82
25.44,1011.84
25.43,1011.82
25.44,1011.84
25.43,1011.86
25.46,1011.88
25.48,1011.86
25.49,1011.88
25.49,1011.9
25.5,1011.88
25.54,1011.9
25.44,1011.88
25.42,1011.86
25.43,1011.88
25.41,1011.86
25.37,1011.84
25.38,1011.82
25.49,1011.84
25.49,1011.82
25.49,1011.84
25.53,1011.82
25.51,1011.84
25.51,1011.82
25.48,1011.84
25.46,1011.86
25.53,1011.84
25.49,1011.82
25.55,1011.8
25.47,1011.82
25.43,1011.84
25.49,1011.86
25.59,1011.88
25.74,1011.9
25.62,1011.88
25.67,1011.9
25.58,1011.92
25.55,1011.9
25.35,1011.92
25.52,1011.9
25.53,1011.92
25.55,1011.94
25.56,1011.92
25.47,1011.94
25.37,1011.96
25.39,1011.98
25.3,1012
25.28,1011.98
25.23,1012
25.19,1012.02
25.14,1012
25.15,1012.02
25.12,1012
25.08,1011.98
25.18,1011.96
25.18,1011.94
25.12,1011.96
25.08,1011.98
25.06,1011.96
25.07,1011.98
25.13,1012
25.14,1012.02
25.13,1012.04
25.18,1012.02
25.22,1012.04
25.25,1012.02
25.29,1012.04
25.26,1012.06
25.1,1012.08
25.08,1012.06
25.11,1012.04
25.05,1012.02
25.11,1012
25.04,1012.02
25.02,1012
24.93,1012.02
25,1012.04
25.02,1012.06
24.99,1012.08
25.01,1012.1
24.92,1012.12
24.89,1012.1
24.95,1012.12
24.9,1012.14
24.94,1012.16
24.95,1012.14
24.95,1012.16
25,1012.18
24.97,1012.2
24.97,1012.18
24.93,1012.16
24.93,1012.18
24.83,1012.2
24.87,1012.18
24.92,1012.16
24.93,1012.14
24.97,1012.12
24.95,1012.1
24.96,1012.08
24.93,1012.06
24.93,1012.08
25,1012.06
24.97,1012.08
24.93,1012.1
24.89,1012.12
24.91,1012.1
24.96,1012.12
24.92,1012.1
24.84,1012.12
24.94,1012.14
24.95,1012.16
24.93,1012.18
24.98,1012.16
24.91,1012.14
24.9,1012.16
24.88,1012.18
24.87,1012.16
24.87,1012.18
24.91,1012.16
24.91,1012.18
24.81,1012.2
24.87,1012.18
24.83,1012.2
24.8,1012.22
24.78,1012.24
24.75,1012.22
24.8,1012.24
24.79,1012.22
24.84,1012.24
24.83,1012.26
24.83,1012.24
24.84,1012.26
24.86,1012.28
24.86,1012.3
24.83,1012.28
24.85,1012.26
24.84,1012.24
24.73,1012.26
24.68,1012.24
24.75,1012.26
24.75,1012.24
24.71,1012.26
24.74,1012.24
24.67,1012.22
24.69,1012.2
24.74,1012.18
24.71,1012.16
24.72,1012.14
24.69,1012.16
24.69,1012.14
24.76,1012.12
24.66,1012.1
24.66,1012.12
24.77,1012.1
24.74,1012.12
24.73,1012.1
24.72,1012.12
24.7,1012.1
24.7,1012.08
24.68,1012.06
24.68,1012.04
24.77,1012.02
24.72,1012.04
24.73,1012.06
24.77,1012.04
24.72,1012.06
24.71,1012.08
24.73,1012.1
24.68,1012.12
24.72,1012.14
24.74,1012.12
24.75,1012.14
24.77,1012.16
24.73,1012.18
24.73,1012.16
24.74,1012.14
24.76,1012.12
24.8,1012.14
24.81,1012.16
24.82,1012.18
24.82,1012.2
24.86,1012.22
24.93,1012.24
24.89,1012.22
24.78,1012.24
24.82,1012.22
24.86,1012.24
24.97,1012.26
24.95,1012.28
24.95,1012.3
24.92,1012.28
24.95,1012.3
24.93,1012.32
25.03,1012.3
25.01,1012.28
24.98,1012.3
24.95,1012.32
24.93,1012.3
24.99,1012.32
25,1012.34
25.02,1012.32
24.97,1012.34
25,1012.36
24.97,1012.38
24.97,1012.36
25,1012.34
24.94,1012.36
24.91,1012.34
24.94,1012.32
24.92,1012.3
24.95,1012.32
24.95,1012.34
24.97,1012.32
24.94,1012.34
24.92,1012.32
24.92,1012.3
24.91,1012.28
24.96,1012.3
24.93,1012.32
24.91,1012.3
24.9,1012.32
24.89,1012.3
24.91,1012.32
24.93,1012.34
24.9,1012.32
24.89,1012.34
24.95,1012.36
24.93,1012.34
24.93,1012.32
24.9,1012.34
24.89,1012.36
24.92,1012.38
24.93,1012.4
24.89,1012.38
24.88,1012.4
24.91,1012.42
24.92,1012.44
24.86,1012.42
24.87,1012.44
24.88,1012.42
24.88,1012.44
24.9,1012.42
24.92,1012.4
24.93,1012.42
24.94,1012.4
24.89,1012.38
24.89,1012.36
24.87,1012.38
24.91,1012.36
24.94,1012.38
24.96,1012.36
25.05,1012.38
25.07,1012.36
25.03,1012.34
25.03,1012.36
25.01,1012.34
24.98,1012.32
24.99,1012.34
25.01,1012.36
25.01,1012.38
25.07,1012.36
25.11,1012.38
25.17,1012.36
25.14,1012.38
25.15,1012.36
25.09,1012.38
25.12,1012.4
25.22,1012.38
25.29,1012.36
25.17,1012.38
25.14,1012.4
25.14,1012.38
25.09,1012.36
25.05,1012.34
24.99,1012.32
25.08,1012.3
25.14,1012.28
25.12,1012.26
25.03,1012.28
25.03,1012.3
25.05,1012.32
25,1012.34
25.01,1012.32
25.11,1012.34
25.09,1012.36
25.11,1012.38
25.23,1012.36
25.17,1012.34
25.03,1012.36
25.05,1012.38
25.02,1012.36
24.99,1012.38
25.08,1012.4
25.03,1012.38
24.98,1012.4
25.01,1012.42
25.21,1012.4
25.19,1012.38
25.17,1012.36
25.16,1012.38
25.12,1012.4
25.05,1012.42
25.05,1012.4
25.02,1012.42
25,1012.44
25.02,1012.42
25.05,1012.44
24.95,1012.42
25.03,1012.44
25.02,1012.42
24.98,1012.44
25.05,1012.42
24.97,1012.44
25.04,1012.42
25.03,1012.44
25,1012.46
25.03,1012.48
24.96,1012.5
24.94,1012.52
24.91,1012.5
24.87,1012.52
24.83,1012.54
24.88,1012.52
24.81,1012.5
24.82,1012.48
24.83,1012.5
24.87,1012.52
24.79,1012.5
24.73,1012.52
24.8,1012.54
24.76,1012.52
24.77,1012.54
24.74,1012.56
24.77,1012.58
24.75,1012.56
24.77,1012.54
24.78,1012.52
24.72,1012.5
24.73,1012.52
24.72,1012.5
24.75,1012.48
24.68,1012.46
24.78,1012.44
24.78,1012.46
24.73,1012.48
24.71,1012.5
24.69,1012.48
24.68,1012.5
24.72,1012.52
24.78,1012.5
24.81,1012.52
24.78,1012.5
24.78,1012.48
24.8,1012.5
24.76,1012.48
24.73,1012.46
24.72,1012.44
24.71,1012.46
24.76,1012.44
24.76,1012.42
24.83,1012.4
24.72,1012.42
24.78,1012.44
24.75,1012.42
24.74,1012.4
24.75,1012.42
24.78,1012.4
24.71,1012.38
24.62,1012.4
24.76,1012.42
24.75,1012.44
24.76,1012.46
24.64,1012.48
24.63,1012.45
24.65,1012.47
24.61,1012.46
24.58,1012.48
24.61,1012.5
24.67,1012.52
24.61,1012.51
24.59,1012.53
24.53,1012.52
24.61,1012.51
24.6,1012.53
24.52,1012.52
24.51,1012.51
24.54,1012.5
24.56,1012.49
24.67,1012.48
24.71,1012.5
24.61,1012.49
24.55,1012.48
24.53,1012.47
24.54,1012.46
24.59,1012.48
24.62,1012.47
24.53,1012.46
24.53,1012.48
24.53,1012.5
24.5,1012.49
24.49,1012.48
24.49,1012.5
24.53,1012.52
24.49,1012.51
24.51,1012.53
24.47,1012.52
24.47,1012.51
24.4,1012.5
24.4,1012.49
24.42,1012.51
24.39,1012.5
24.3,1012.49
24.38,1012.51
24.41,1012.53
24.32,1012.52
24.37,1012.54
24.39,1012.56
24.32,1012.55
24.25,1012.54
24.21,1012.53
24.24,1012.52
24.28,1012.54
24.26,1012.56
24.15,1012.58
24.14,1012.6
24.15,1012.62
24.29,1012.64
24.24,1012.66
24.54,1012.65
24.67,1012.64
24.51,1012.66
24.23,1012.65
24.18,1012.64
24.16,1012.66
24.27,1012.68
24.3,1012.67
24.28,1012.66
24.14,1012.65
24.07,1012.67
24.03,1012.69
23.97,1012.71
23.95,1012.7
23.97,1012.72
23.92,1012.74
23.92,1012.76
23.97,1012.75
24.06,1012.74
24.06,1012.76
23.95,1012.75
24,1012.77
23.93,1012.79
23.98,1012.81
24.03,1012.8
24,1012.79
23.95,1012.81
23.97,1012.8
23.93,1012.82
23.92,1012.81
23.98,1012.8
23.87,1012.79
23.91,1012.81
23.89,1012.8
23.97,1012.79
23.77,1012.81
23.57,1012.8
23.53,1012.82
23.69,1012.81
23.72,1012.83
23.72,1012.82
23.76,1012.81
23.72,1012.8
23.81,1012.79
23.8,1012.81
23.81,1012.8
23.83,1012.79
23.89,1012.81
23.92,1012.83
23.81,1012.82
23.83,1012.84
23.85,1012.86
23.89,1012.88
23.89,1012.9
23.87,1012.92
23.95,1012.91
23.93,1012.9
23.87,1012.89
23.8,1012.88
23.8,1012.87
23.77,1012.89
23.8,1012.91
23.84,1012.93
23.9,1012.92
23.87,1012.91
23.79,1012.93
23.89,1012.95
24.05,1012.97
24.13,1012.96
24.04,1012.95
23.98,1012.97
23.88,1012.96
23.77,1012.95
23.75,1012.94
23.72,1012.93
23.77,1012.95
23.74,1012.97
23.76,1012.96
23.86,1012.98
23.89,1013
23.84,1013.02
23.78,1013.04
23.91,1013.06
23.94,1013.08
24.05,1013.1
23.85,1013.12
23.76,1013.14
23.85,1013.16
23.46,1013.15
23.68,1013.17
24.12,1013.16
24.3,1013.15
24.41,1013.17
24.49,1013.16
24.52,1013.15
24.5,1013.14
24.52,1013.13
24.55,1013.12
24.58,1013.14
24.62,1013.13
24.63,1013.15
24.65,1013.14
24.68,1013.16
24.66,1013.15
24.66,1013.17
24.65,1013.16
24.65,1013.15
24.69,1013.17
24.68,1013.16
24.69,1013.15
24.73,1013.17
24.74,1013.16
24.78,1013.15
24.77,1013.17
24.81,1013.19
24.8,1013.18
24.75,1013.2
24.76,1013.19
24.75,1013.21
24.72,1013.23
24.76,1013.22
24.78,1013.21
24.76,1013.2
24.7,1013.22
24.65,1013.21
24.69,1013.2
24.63,1013.22
24.61,1013.24
24.6,1013.23
24.6,1013.22
24.58,1013.24
24.55,1013.26
24.53,1013.28
24.53,1013.3
24.52,1013.32
24.47,1013.34
24.48,1013.36
24.45,1013.38
24.49,1013.37
24.49,1013.39
24.48,1013.41
24.47,1013.43
24.46,1013.45
24.44,1013.47
24.43,1013.49
24.41,1013.48
24.38,1013.5
24.39,1013.49
24.41,1013.51
24.4,1013.5
24.39,1013.52
24.37,1013.54
24.38,1013.53
24.41,1013.55
24.39,1013.54
24.4,1013.56
24.4,1013.58
24.37,1013.6
24.31,1013.62
24.34,1013.61
24.32,1013.63
24.3,1013.65
24.36,1013.67
24.35,1013.69
24.37,1013.68
24.35,1013.67
24.36,1013.66
24.33,1013.68
24.33,1013.7
24.29,1013.72
24.3,1013.74
24.28,1013.76
24.29,1013.78
24.28,1013.8
24.23,1013.82
24.21,1013.84
24.23,1013.83
24.22,1013.82
24.18,1013.81
24.22,1013.83
24.17,1013.85
24.16,1013.84
24.21,1013.83
24.17,1013.85
24.15,1013.87
24.13,1013.89
24.15,1013.91
24.16,1013.9
24.14,1013.92
24.15,1013.94
24.17,1013.96
24.14,1013.98
24.11,1013.97
24.18,1013.96
24.16,1013.95
24.16,1013.94
24.18,1013.93
24.15,1013.95
24.16,1013.94
24.11,1013.93
24.08,1013.92
24.03,1013.94
24.03,1013.93
24.04,1013.92
24.03,1013.91
24.07,1013.93
24.07,1013.95
24.1,1013.97
24.07,1013.96
24.07,1013.95
24.07,1013.97
24.07,1013.96
24.09,1013.98
24.07,1014
24.02,1014.02
23.98,1014.01
24.06,1014.03
23.99,1014.05
24.01,1014.07
24.03,1014.09
23.98,1014.11
24,1014.1
23.97,1014.12
23.97,1014.11
23.98,1014.13
23.99,1014.15
23.96,1014.17
23.97,1014.19
23.93,1014.21
23.93,1014.23
23.93,1014.22
23.98,1014.21
23.98,1014.23
23.93,1014.25
23.95,1014.27
23.93,1014.29
23.91,1014.31
23.97,1014.33
23.97,1014.32
23.95,1014.31
23.94,1014.33
23.89,1014.32
23.94,1014.31
23.9,1014.3
23.88,1014.32
23.91,1014.34
23.94,1014.33
23.93,1014.35
23.91,1014.37
23.9,1014.39
23.93,1014.38
23.91,1014.37
23.94,1014.39
23.91,1014.38
23.91,1014.4
23.88,1014.39
23.89,1014.38
23.88,1014.37
23.92,1014.36
23.92,1014.35
23.85,1014.34
23.9,1014.36
23.87,1014.35
23.87,1014.34
23.88,1014.33
23.87,1014.35
23.87,1014.37
23.86,1014.39
23.86,1014.38
23.85,1014.37
23.84,1014.39
23.82,1014.41
23.84,1014.4
23.84,1014.39
23.83,1014.41
23.81,1014.4
23.8,1014.42
23.85,1014.41
23.8,1014.43
23.81,1014.45
23.84,1014.44
23.85,1014.46
23.79,1014.48
23.79,1014.47
23.77,1014.46
23.79,1014.45
23.78,1014.47
23.78,1014.46
23.78,1014.48
23.79,1014.5
23.8,1014.52
23.79,1014.54
23.82,1014.56
23.84,1014.58
23.82,1014.57
23.85,1014.59
23.8,1014.61
23.82,1014.63
23.81,1014.65
23.84,1014.64
23.86,1014.66
23.87,1014.65
23.84,1014.64
23.79,1014.63
23.82,1014.65
23.79,1014.67
23.84,1014.69
23.84,1014.71
23.87,1014.73
23.88,1014.75
23.87,1014.74
23.91,1014.76
23.94,1014.78
23.94,1014.77
23.92,1014.79
23.93,1014.81
23.95,1014.83
23.96,1014.85
24.01,1014.84
23.99,1014.86
23.95,1014.88
23.95,1014.87
23.95,1014.86
23.94,1014.85
23.93,1014.84
23.94,1014.86
23.97,1014.85
23.97,1014.87
23.98,1014.86
23.99,1014.88
23.99,1014.9
23.98,1014.92
23.97,1014.94
23.95,1014.93
23.98,1014.95
23.99,1014.94
24.03,1014.93
23.98,1014.92
24.01,1014.94
24.02,1014.96
24.02,1014.98
24.05,1014.97
24.07,1014.99
24.07,1015.01
24.01,1015
23.97,1014.99
23.94,1015.01
23.91,1015.03
23.9,1015.05
23.86,1015.07
23.85,1015.09
23.86,1015.08
23.85,1015.1
23.81,1015.09
23.79,1015.11
23.78,1015.13
23.82,1015.15
23.86,1015.17
23.9,1015.19
23.92,1015.21
23.95,1015.23
23.98,1015.25
24.01,1015.24
23.99,1015.23
24.01,1015.22
24.02,1015.24
24.03,1015.26
24.04,1015.25
24.06,1015.24
24.06,1015.26
24.09,1015.25
24.09,1015.24
24.11,1015.26
24.12,1015.28
24.14,1015.27
24.14,1015.26
24.16,1015.28
24.16,1015.3
24.18,1015.29
24.19,1015.31
24.19,1015.3
24.19,1015.29
24.21,1015.28
24.2,1015.3
24.19,1015.32
24.21,1015.34
24.2,1015.36
24.22,1015.38
24.2,1015.4
24.2,1015.42
24.2,1015.41
24.19,1015.43
24.18,1015.42
24.21,1015.41
24.21,1015.4
24.22,1015.42
24.2,1015.44
24.2,1015.46
24.19,1015.48
24.22,1015.47
24.22,1015.49
24.21,1015.48
24.22,1015.47
24.22,1015.46
24.21,1015.48
24.21,1015.47
24.23,1015.49
24.24,1015.51
24.24,1015.5
24.23,1015.52
24.23,1015.54
24.22,1015.53
24.23,1015.55
24.23,1015.57
24.2,1015.59
24.21,1015.58
24.21,1015.57
24.19,1015.59
24.21,1015.61
24.19,1015.6
24.19,1015.62
24.21,1015.64
24.21,1015.63
24.2,1015.65
24.2,1015.64
24.19,1015.63
24.2,1015.62
24.2,1015.61
24.19,1015.6
24.19,1015.62
24.21,1015.64
24.21,1015.63
24.21,1015.62
24.22,1015.64
24.21,1015.63
24.22,1015.62
24.22,1015.61
24.22,1015.63
24.21,1015.65
24.23,1015.64
24.23,1015.66
24.24,1015.68
24.24,1015.67
24.24,1015.66
24.26,1015.65
24.3,1015.67
24.34,1015.69
24.36,1015.68
24.34,1015.7
24.33,1015.72
24.35,1015.74
24.37,1015.76
24.4,1015.78
24.38,1015.8
24.39,1015.79
24.43,1015.78
24.47,1015.77
24.44,1015.79
24.43,1015.81
24.42,1015.8
24.43,1015.82
24.45,1015.81
24.5,1015.83
24.46,1015.82
24.45,1015.84
24.43,1015.86
24.42,1015.85
24.4,1015.84
24.4,1015.83
24.42,1015.85
24.4,1015.87
24.42,1015.86
24.46,1015.88
24.5,1015.9
24.48,1015.92
24.48,1015.91
24.48,1015.93
24.54,1015.92
24.53,1015.94
24.51,1015.93
24.52,1015.95
24.58,1015.97
24.64,1015.96
24.61,1015.95
24.6,1015.94
24.57,1015.93
24.58,1015.92
24.59,1015.94
24.61,1015.93
24.6,1015.95
24.58,1015.97
24.59,1015.96
24.59,1015.98
24.58,1015.97
24.57,1015.99
24.53,1015.98
24.56,1016
24.52,1016.02
24.53,1016.01
24.5,1016
24.48,1015.99
24.48,1015.98
24.49,1016
24.47,1016.02
24.45,1016.01
24.44,1016
24.48,1016.02
24.48,1016.01
24.48,1016.03
24.5,1016.02
24.52,1016.01
24.51,1016.03
24.45,1016.02
24.45,1016.04
24.42,1016.03
24.43,1016.02
24.44,1016.04
24.43,1016.06
24.46,1016.08
24.42,1016.07
24.44,1016.06
24.45,1016.05
24.45,1016.07
24.45,1016.06
24.44,1016.08
24.43,1016.07
24.45,1016.09
24.44,1016.08
24.41,1016.07
24.42,1016.09
24.42,1016.11
24.41,1016.13
24.4,1016.15
24.4,1016.17
24.41,1016.19
24.39,1016.18
24.38,1016.17
24.37,1016.16
24.37,1016.18
24.36,1016.17
24.35,1016.19
24.35,1016.18
24.32,1016.17
24.32,1016.19
24.31,1016.18
24.35,1016.17
24.35,1016.19
24.35,1016.21
24.37,1016.2
24.37,1016.19
24.35,1016.21
24.33,1016.23
24.33,1016.22
24.33,1016.24
24.34,1016.26
24.34,1016.25
24.34,1016.24
24.36,1016.26
24.39,1016.26
24.41,1016.26
24.4,1016.28
24.41,1016.3
24.43,1016.32
24.46,1016.32
24.47,1016.32
24.47,1016.32
24.48,1016.32
24.5,1016.34
24.47,1016.33
24.47,1016.35
24.48,1016.37
24.47,1016.36
24.51,1016.36
24.51,1016.36
24.51,1016.38
24.49,1016.37
24.51,1016.36
24.52,1016.36
24.52,1016.38
24.5,1016.4
24.49,1016.4
24.44,1016.42
24.47,1016.41
24.49,1016.43
24.51,1016.43
24.52,1016.45
24.53,1016.44
24.53,1016.46
24.52,1016.46
24.5,1016.48
24.5,1016.5
24.5,1016.52
24.5,1016.52
24.52,1016.52
24.53,1016.54
24.54,1016.56
24.56,1016.58
24.55,1016.58
24.57,1016.6
24.55,1016.6
24.55,1016.6
24.57,1016.62
24.58,1016.64
24.58,1016.64
24.59,1016.64
24.56,1016.66
24.56,1016.68
24.64,1016.67
24.62,1016.66
24.64,1016.66
24.62,1016.68
24.62,1016.67
24.64,1016.69
24.64,1016.68
24.65,1016.7
24.67,1016.72
24.68,1016.72
24.66,1016.74
24.67,1016.76
24.69,1016.75
24.71,1016.77
24.7,1016.77
24.73,1016.79
24.73,1016.81
24.72,1016.83
24.73,1016.82
24.72,1016.84
24.74,1016.86
24.73,1016.88
24.74,1016.9
24.73,1016.92
24.71,1016.94
24.69,1016.96
24.72,1016.95
24.72,1016.97
24.73,1016.96
24.74,1016.98
24.74,1016.97
24.75,1016.99
24.74,1017.01
24.77,1017
24.76,1016.99
24.76,1017.01
24.75,1017
24.75,1016.99
24.77,1016.98
24.76,1016.97
24.76,1016.99
24.78,1017.01
24.76,1017
24.73,1017.02
24.72,1017.02
24.75,1017.02
24.72,1017.04
24.68,1017.04
24.65,1017.06
24.6,1017.08
24.58,1017.1
24.57,1017.12
24.54,1017.11
24.52,1017.13
24.48,1017.15
24.45,1017.17
24.43,1017.17
24.38,1017.17
24.35,1017.19
24.3,1017.21
24.31,1017.2
24.29,1017.19
24.31,1017.19
24.29,1017.19
24.27,1017.19
24.26,1017.21
24.21,1017.23
24.22,1017.22
24.22,1017.21
24.24,1017.2
24.23,1017.22
24.24,1017.24
24.21,1017.26
24.21,1017.25
24.19,1017.27
24.17,1017.27
24.19,1017.27
24.19,1017.29
24.2,1017.29
24.2,1017.31
24.2,1017.33
24.21,1017.35
24.21,1017.35
24.21,1017.37
24.21,1017.39
24.21,1017.38
24.19,1017.4
24.19,1017.4
24.19,1017.42
24.18,1017.44
24.18,1017.46
24.19,1017.46
24.16,1017.46
24.16,1017.46
24.18,1017.46
24.15,1017.46
24.14,1017.46
24.13,1017.46
24.12,1017.46
24.11,1017.48
24.12,1017.48
