Time,ColorTemp, Lux, R, G, B, C
1608643163,6704,1708,2550,3256,3556,10107
1608643184,6704,1708,2550,3256,3556,10107
1608643204,6704,1708,2550,3256,3556,10107
1608643225,6704,1708,2550,3256,3556,10107
1608643246,6705,1709,2550,3257,3557,10108
1608643267,6707,1708,2550,3257,3558,10110
1608643287,6704,1708,2550,3256,3556,10107
1608643308,6705,1707,2550,3256,3557,10108
1608643329,6705,1707,2550,3256,3557,10109
1608643349,6705,1707,2550,3256,3557,10109
1608643370,6705,1707,2550,3256,3557,10109
1608643391,6707,1708,2550,3257,3558,10111
1608643412,6705,1707,2550,3256,3557,10109
1608643432,6707,1707,2550,3256,3558,10110
1608643453,6705,1707,2550,3256,3557,10109
1608643474,6707,1708,2550,3257,3558,10110
1608643494,6707,1708,2550,3257,3558,10111
1608643515,6707,1708,2550,3257,3558,10111
1608643536,6707,1708,2550,3257,3558,10112
1608643556,6707,1708,2550,3257,3558,10112
1608643577,6704,1708,2551,3257,3558,10112
1608643598,6707,1708,2550,3257,3558,10112
1608643619,6706,1709,2551,3258,3559,10113
1608643639,6706,1707,2551,3257,3559,10112
1608643660,6706,1709,2551,3258,3559,10113
1608643681,6706,1709,2551,3258,3559,10113
1608643701,6706,1709,2551,3258,3559,10113
1608643722,6706,1709,2551,3258,3559,10112
1608643743,6708,1709,2550,3258,3559,10113
1608643763,6706,1709,2551,3258,3559,10114
1608643784,6707,1710,2551,3259,3560,10116
1608643805,6707,1710,2551,3259,3560,10115
1608643826,6709,1709,2551,3259,3561,10117
1608643846,6705,1709,2552,3259,3560,10117
1608643867,6707,1710,2552,3260,3561,10120
1608643888,6707,1710,2552,3260,3561,10119
1608643908,6708,1709,2552,3260,3562,10120
1608643929,6707,1710,2552,3260,3561,10119
1608643950,6707,1710,2552,3260,3561,10120
1608643971,6708,1711,2552,3261,3562,10121
1608643991,6708,1711,2552,3261,3562,10121
1608644012,6708,1710,2553,3261,3563,10122
1608644033,6708,1709,2552,3260,3562,10121
1608644053,6708,1710,2553,3261,3563,10123
1608644074,6708,1711,2552,3261,3562,10122
1608644095,6708,1711,2552,3261,3562,10122
1608644115,6708,1710,2553,3261,3563,10123
1608644136,6708,1710,2553,3261,3563,10123
1608644157,6708,1710,2553,3261,3563,10124
1608644178,6708,1710,2553,3261,3563,10123
1608644198,6708,1710,2553,3261,3563,10123
1608644219,6708,1710,2553,3261,3563,10124
1608644240,6708,1710,2553,3261,3563,10123
1608644260,6708,1711,2553,3262,3563,10124
1608644281,6708,1710,2553,3261,3563,10123
1608644302,6708,1711,2553,3262,3563,10123
1608644322,6710,1710,2552,3261,3563,10122
1608644343,6710,1710,2552,3261,3563,10122
1608644364,6709,1711,2553,3262,3564,10124
1608644385,6709,1711,2553,3262,3564,10124
1608644405,6709,1711,2553,3262,3564,10126
1608644426,6711,1712,2553,3263,3565,10126
1608644447,6711,1712,2553,3263,3565,10126
1608644467,6711,1712,2553,3263,3565,10127
1608644488,6711,1712,2553,3263,3565,10127
1608644509,6711,1712,2553,3263,3565,10127
1608644530,6711,1712,2553,3263,3565,10128
1608644550,6711,1712,2553,3263,3565,10128
1608644571,6711,1713,2553,3264,3565,10129
1608644592,6712,1712,2553,3264,3566,10129
1608644612,6710,1712,2554,3264,3566,10130
1608644633,6710,1712,2554,3264,3566,10130
1608644654,6712,1711,2554,3264,3567,10131
1608644674,6712,1713,2554,3265,3567,10132
1608644695,6712,1711,2554,3264,3567,10132
1608644716,6713,1712,2554,3265,3568,10134
1608644737,6713,1712,2554,3265,3568,10133
1608644757,6711,1713,2555,3266,3568,10136
1608644778,6713,1713,2555,3266,3569,10137
1608644799,6713,1713,2555,3266,3569,10138
1608644819,6713,1713,2555,3266,3569,10138
1608644840,6711,1713,2555,3266,3568,10137
1608644861,6713,1713,2555,3266,3569,10138
1608644881,6713,1714,2555,3267,3569,10139
1608644902,6714,1714,2555,3267,3570,10139
1608644923,6714,1714,2555,3267,3570,10140
1608644944,6713,1714,2556,3268,3571,10142
1608644964,6713,1714,2556,3268,3571,10143
1608644985,6713,1714,2556,3268,3571,10143
1608645006,6715,1713,2556,3268,3572,10144
1608645026,6715,1715,2556,3269,3572,10145
1608645047,6715,1715,2556,3269,3572,10144
1608645068,6715,1713,2556,3268,3572,10145
1608645089,6713,1714,2556,3268,3571,10144
1608645109,6715,1713,2556,3268,3572,10145
1608645130,6715,1715,2556,3269,3572,10145
1608645151,6715,1713,2556,3268,3572,10145
1608645171,6714,1714,2557,3269,3573,10147
1608645192,6713,1715,2557,3269,3572,10145
1608645213,6714,1714,2557,3269,3573,10148
1608645233,6713,1715,2557,3269,3572,10147
1608645254,6714,1714,2557,3269,3573,10148
1608645275,6714,1715,2557,3270,3573,10150
1608645296,6714,1715,2557,3270,3573,10149
1608645316,6716,1715,2557,3270,3574,10151
1608645337,6714,1714,2558,3270,3574,10152
1608645358,6714,1714,2558,3270,3574,10152
1608645378,6715,1715,2558,3271,3575,10153
1608645399,6715,1715,2558,3271,3575,10153
1608645420,6715,1715,2558,3271,3575,10152
1608645440,6717,1715,2558,3271,3576,10155
1608645461,6717,1715,2558,3271,3576,10155
1608645482,6717,1716,2558,3272,3576,10157
1608645503,6715,1716,2559,3272,3576,10157
1608645523,6716,1715,2559,3272,3577,10158
1608645544,6716,1715,2559,3272,3577,10158
1608645565,6716,1715,2559,3272,3577,10158
1608645585,6716,1715,2559,3272,3577,10157
1608645606,6716,1715,2559,3272,3577,10158
1608645627,6716,1715,2559,3272,3577,10158
1608645648,6716,1717,2559,3273,3577,10158
1608645668,6716,1717,2559,3273,3577,10158
1608645689,6718,1716,2559,3273,3578,10159
1608645710,6717,1715,2560,3273,3579,10161
1608645730,6718,1716,2559,3273,3578,10160
1608645751,6716,1716,2560,3273,3578,10161
1608645772,6718,1716,2559,3273,3578,10161
1608645792,6717,1716,2560,3274,3579,10162
1608645813,6717,1716,2560,3274,3579,10162
1608645834,6719,1717,2559,3274,3579,10162
1608645855,6717,1716,2560,3274,3579,10163
1608645875,6717,1716,2560,3274,3579,10162
1608645896,6717,1716,2560,3274,3579,10163
1608645917,6717,1716,2560,3274,3579,10164
1608645937,6717,1716,2560,3274,3579,10163
1608645958,6717,1716,2560,3274,3579,10163
1608645979,6719,1716,2560,3274,3580,10165
1608645999,6719,1717,2560,3275,3580,10166
1608646020,6719,1717,2560,3275,3580,10165
1608646041,6719,1716,2560,3274,3580,10164
1608646062,6719,1717,2560,3275,3580,10166
1608646082,6719,1717,2560,3275,3580,10166
1608646103,6719,1717,2560,3275,3580,10166
1608646124,6718,1716,2561,3275,3581,10167
1608646144,6718,1716,2561,3275,3581,10167
1608646165,6718,1716,2561,3275,3581,10168
1608646186,6718,1718,2561,3276,3581,10168
1608646207,6718,1718,2561,3276,3581,10168
1608646227,6718,1718,2561,3276,3581,10168
1608646248,6719,1717,2561,3276,3582,10168
1608646269,6719,1717,2561,3276,3582,10169
1608646289,6721,1716,2561,3276,3583,10171
1608646310,6719,1717,2561,3276,3582,10171
1608646331,6719,1718,2562,3277,3583,10173
1608646351,6719,1718,2562,3277,3583,10172
1608646372,6721,1718,2561,3277,3583,10172
1608646393,6719,1718,2562,3277,3583,10172
1608646414,6719,1718,2562,3277,3583,10172
1608646434,6719,1718,2562,3277,3583,10174
1608646455,6720,1718,2562,3278,3584,10174
1608646476,6720,1718,2562,3278,3584,10174
1608646496,6720,1718,2562,3278,3584,10174
1608646517,6720,1718,2562,3278,3584,10174
1608646538,6720,1718,2562,3278,3584,10175
1608646558,6722,1718,2562,3278,3585,10176
1608646579,6722,1718,2562,3278,3585,10177
1608646600,6722,1718,2562,3278,3585,10177
1608646621,6722,1718,2562,3278,3585,10177
1608646641,6720,1719,2563,3279,3585,10178
1608646662,6722,1719,2562,3279,3585,10177
1608646683,6721,1718,2563,3279,3586,10179
1608646703,6722,1719,2562,3279,3585,10178
1608646724,6721,1718,2563,3279,3586,10178
1608646745,6721,1718,2563,3279,3586,10178
1608646766,6721,1718,2563,3279,3586,10179
1608646786,6721,1718,2563,3279,3586,10179
1608646807,6721,1718,2563,3279,3586,10180
1608646828,6723,1719,2563,3280,3587,10181
1608646848,6723,1719,2563,3280,3587,10182
1608646869,6722,1718,2564,3280,3588,10184
1608646890,6723,1719,2563,3280,3587,10182
1608646910,6723,1719,2563,3280,3587,10181
1608646931,6723,1719,2563,3280,3587,10182
1608646952,6723,1719,2563,3280,3587,10182
1608646973,6724,1718,2563,3280,3588,10183
1608646993,6722,1720,2564,3281,3588,10183
1608647014,6722,1720,2564,3281,3588,10184
1608647035,6722,1720,2564,3281,3588,10184
1608647055,6724,1719,2564,3281,3589,10186
1608647076,6724,1720,2564,3282,3589,10187
1608647097,6724,1719,2564,3281,3589,10187
1608647117,6724,1719,2564,3281,3589,10187
1608647138,6725,1720,2564,3282,3590,10188
1608647159,6725,1720,2564,3282,3590,10188
1608647180,6725,1720,2564,3282,3590,10188
1608647200,6723,1719,2565,3282,3590,10189
1608647221,6723,1719,2565,3282,3590,10190
1608647242,6725,1720,2564,3282,3590,10189
1608647262,6725,1720,2564,3282,3590,10189
1608647283,6725,1719,2565,3282,3591,10190
1608647304,6725,1720,2564,3282,3590,10188
1608647325,6725,1720,2565,3283,3591,10190
1608647345,6725,1720,2565,3283,3591,10191
1608647366,6726,1720,2565,3283,3592,10193
1608647387,6726,1720,2565,3283,3592,10194
1608647407,6726,1721,2565,3284,3592,10194
1608647428,6725,1720,2566,3284,3593,10195
1608647449,6726,1721,2565,3284,3592,10194
1608647469,6726,1721,2565,3284,3592,10194
1608647490,6724,1721,2566,3284,3592,10195
1608647511,6725,1720,2566,3284,3593,10196
1608647532,6726,1721,2565,3284,3592,10194
1608647552,6725,1722,2566,3285,3593,10196
1608647573,6725,1722,2566,3285,3593,10197
1608647594,6725,1720,2566,3284,3593,10196
1608647614,6725,1720,2566,3284,3593,10196
1608647635,6725,1722,2566,3285,3593,10197
1608647656,6725,1722,2566,3285,3593,10198
1608647676,6727,1721,2566,3285,3594,10199
1608647697,6727,1721,2566,3285,3594,10199
1608647718,6725,1722,2567,3286,3594,10201
1608647739,6727,1721,2566,3285,3594,10200
1608647759,6727,1721,2566,3285,3594,10199
1608647780,6727,1721,2566,3285,3594,10199
1608647801,6727,1721,2566,3285,3594,10199
1608647821,6726,1721,2567,3286,3595,10201
1608647842,6726,1721,2567,3286,3595,10201
1608647863,6725,1722,2567,3286,3594,10200
1608647884,6727,1722,2566,3286,3594,10200
1608647904,6725,1722,2567,3286,3594,10201
1608647925,6726,1721,2567,3286,3595,10201
1608647946,6726,1721,2567,3286,3595,10202
1608647966,6726,1721,2567,3286,3595,10202
1608647987,6728,1721,2567,3286,3596,10203
1608648008,6726,1721,2567,3286,3595,10201
1608648028,6726,1721,2567,3286,3595,10203
1608648049,6726,1721,2567,3286,3595,10203
1608648070,6728,1721,2567,3286,3596,10204
1608648091,6728,1721,2567,3286,3596,10204
1608648111,6726,1721,2567,3286,3595,10203
1608648132,6728,1722,2567,3287,3596,10205
1608648153,6728,1722,2567,3287,3596,10203
1608648173,6728,1722,2567,3287,3596,10205
1608648194,6728,1722,2567,3287,3596,10204
1608648215,6728,1722,2567,3287,3596,10205
1608648235,6728,1722,2567,3287,3596,10206
1608648256,6729,1722,2567,3287,3597,10206
1608648277,6729,1722,2567,3287,3597,10205
1608648298,6728,1722,2567,3287,3596,10204
1608648318,6727,1721,2568,3287,3597,10205
1608648339,6727,1723,2568,3288,3597,10206
1608648360,6727,1723,2568,3288,3597,10207
1608648380,6727,1723,2568,3288,3597,10207
1608648401,6727,1723,2568,3288,3597,10208
1608648422,6729,1722,2568,3288,3598,10209
1608648443,6729,1722,2568,3288,3598,10208
1608648463,6729,1722,2568,3288,3598,10207
1608648484,6730,1721,2568,3288,3599,10210
1608648505,6730,1723,2568,3289,3599,10210
1608648525,6729,1724,2568,3289,3598,10210
1608648546,6729,1722,2568,3288,3598,10209
1608648567,6730,1723,2568,3289,3599,10210
1608648587,6730,1723,2568,3289,3599,10211
1608648608,6730,1723,2568,3289,3599,10211
1608648629,6730,1723,2568,3289,3599,10211
1608648650,6730,1723,2568,3289,3599,10210
1608648670,6730,1723,2568,3289,3599,10211
1608648691,6730,1723,2568,3289,3599,10210
1608648712,6730,1723,2568,3289,3599,10210
1608648732,6730,1723,2568,3289,3599,10211
1608648753,6730,1723,2568,3289,3599,10211
1608648774,6730,1723,2568,3289,3599,10210
1608648794,6730,1724,2568,3290,3599,10212
1608648815,6732,1724,2568,3290,3600,10212
1608648836,6732,1724,2568,3290,3600,10212
1608648857,6732,1724,2568,3290,3600,10213
1608648877,6732,1724,2568,3290,3600,10212
1608648898,6731,1723,2569,3290,3601,10215
1608648919,6731,1724,2569,3291,3601,10216
1608648939,6731,1724,2569,3291,3601,10215
1608648960,6731,1724,2569,3291,3601,10215
1608648981,6733,1724,2569,3291,3602,10216
1608649002,6731,1723,2569,3290,3601,10215
1608649022,6731,1724,2569,3291,3601,10216
1608649043,6731,1724,2569,3291,3601,10215
1608649064,6733,1724,2569,3291,3602,10216
1608649084,6733,1724,2569,3291,3602,10216
1608649105,6733,1724,2569,3291,3602,10216
1608649126,6733,1724,2569,3291,3602,10217
1608649146,6733,1725,2569,3292,3602,10218
1608649167,6732,1724,2570,3292,3603,10219
1608649188,6732,1724,2570,3292,3603,10219
1608649209,6732,1724,2570,3292,3603,10220
1608649229,6734,1724,2569,3292,3603,10219
1608649250,6734,1724,2569,3292,3603,10218
1608649271,6733,1725,2569,3292,3602,10217
1608649291,6733,1725,2569,3292,3602,10218
1608649312,6733,1725,2569,3292,3602,10218
1608649333,6732,1724,2570,3292,3603,10220
1608649353,6734,1724,2569,3292,3603,10219
1608649374,6733,1723,2570,3292,3604,10220
1608649395,6733,1723,2570,3292,3604,10221
1608649416,6733,1725,2570,3293,3604,10223
1608649436,6733,1725,2570,3293,3604,10223
1608649457,6733,1725,2570,3293,3604,10222
1608649478,6733,1725,2570,3293,3604,10222
1608649498,6735,1724,2570,3293,3605,10224
1608649519,6735,1724,2570,3293,3605,10225
1608649540,6735,1726,2570,3294,3605,10225
1608649561,6734,1725,2571,3294,3606,10227
1608649581,6734,1726,2571,3295,3606,10227
1608649602,6734,1725,2571,3294,3606,10227
1608649623,6734,1725,2571,3294,3606,10227
1608649643,6734,1725,2571,3294,3606,10227
1608649664,6733,1725,2571,3294,3605,10226
1608649685,6734,1725,2571,3294,3606,10226
1608649705,6734,1725,2571,3294,3606,10227
1608649726,6734,1725,2571,3294,3606,10226
1608649747,6734,1725,2571,3294,3606,10226
1608649768,6734,1725,2571,3294,3606,10227
1608649788,6734,1725,2571,3294,3606,10227
1608649809,6736,1726,2571,3295,3607,10229
1608649830,6736,1726,2571,3295,3607,10229
1608649850,6736,1726,2571,3295,3607,10229
1608649871,6736,1726,2571,3295,3607,10229
1608649892,6735,1724,2572,3295,3608,10230
1608649912,6734,1725,2572,3295,3607,10230
1608649933,6734,1725,2572,3295,3607,10230
1608649954,6736,1726,2571,3295,3607,10230
1608649975,6736,1726,2571,3295,3607,10230
1608649995,6735,1726,2572,3296,3608,10231
1608650016,6736,1726,2571,3295,3607,10229
1608650037,6734,1725,2572,3295,3607,10231
1608650057,6736,1726,2571,3295,3607,10231
1608650078,6735,1724,2572,3295,3608,10231
1608650099,6735,1724,2572,3295,3608,10231
1608650120,6734,1725,2572,3295,3607,10231
1608650140,6735,1726,2572,3296,3608,10232
1608650161,6735,1726,2572,3296,3608,10232
1608650182,6735,1726,2572,3296,3608,10232
1608650202,6737,1725,2572,3296,3609,10233
1608650223,6737,1727,2572,3297,3609,10234
1608650244,6735,1727,2573,3297,3609,10235
1608650264,6737,1727,2572,3297,3609,10235
1608650285,6736,1726,2573,3297,3610,10236
1608650306,6737,1727,2572,3297,3609,10235
1608650327,6736,1726,2573,3297,3610,10236
1608650347,6735,1727,2573,3297,3609,10236
1608650368,6738,1726,2572,3297,3610,10236
1608650389,6736,1726,2573,3297,3610,10237
1608650409,6736,1727,2573,3298,3610,10237
1608650430,6736,1727,2573,3298,3610,10238
1608650451,6736,1727,2573,3298,3610,10238
1608650471,6738,1727,2573,3298,3611,10239
1608650492,6738,1728,2573,3299,3611,10240
1608650513,6739,1728,2573,3299,3612,10241
1608650534,6737,1727,2574,3299,3612,10242
1608650554,6737,1727,2574,3299,3612,10241
1608650575,6737,1727,2574,3299,3612,10243
1608650596,6737,1727,2574,3299,3612,10243
1608650616,6738,1726,2574,3299,3613,10243
1608650637,6737,1727,2574,3299,3612,10242
1608650658,6737,1727,2574,3299,3612,10243
1608650679,6737,1727,2574,3299,3612,10242
1608650699,6738,1728,2573,3299,3611,10241
1608650720,6737,1727,2574,3299,3612,10242
1608650741,6737,1727,2574,3299,3612,10243
1608650761,6735,1728,2574,3299,3611,10242
1608650782,6739,1728,2573,3299,3612,10241
1608650803,6737,1727,2574,3299,3612,10242
1608650823,6738,1728,2574,3300,3613,10244
1608650844,6737,1727,2574,3299,3612,10243
1608650865,6738,1728,2574,3300,3613,10244
1608650886,6738,1728,2574,3300,3613,10244
1608650906,6738,1728,2574,3300,3613,10244
1608650927,6740,1727,2574,3300,3614,10245
1608650948,6738,1728,2574,3300,3613,10246
1608650968,6738,1729,2575,3301,3614,10246
1608650989,6738,1728,2574,3300,3613,10245
1608651010,6738,1728,2574,3300,3613,10245
1608651030,6738,1728,2574,3300,3613,10245
1608651051,6738,1728,2574,3300,3613,10245
1608651072,6738,1729,2575,3301,3614,10247
1608651093,6738,1729,2575,3301,3614,10247
1608651113,6739,1728,2575,3301,3615,10249
1608651134,6739,1728,2575,3301,3615,10248
1608651155,6739,1728,2575,3301,3615,10248
1608651175,6738,1729,2575,3301,3614,10248
1608651196,6739,1728,2575,3301,3615,10250
1608651217,6739,1729,2575,3302,3615,10251
1608651238,6739,1729,2575,3302,3615,10251
1608651258,6739,1728,2576,3302,3616,10253
1608651279,6739,1730,2576,3303,3616,10253
1608651300,6739,1730,2576,3303,3616,10253
1608651320,6739,1730,2576,3303,3616,10253
1608651341,6739,1728,2576,3302,3616,10253
1608651362,6740,1729,2576,3303,3617,10253
1608651382,6740,1729,2576,3303,3617,10254
1608651403,6739,1730,2576,3303,3616,10253
1608651424,6740,1729,2576,3303,3617,10255
1608651445,6740,1729,2576,3303,3617,10254
1608651465,6740,1729,2576,3303,3617,10254
1608651486,6738,1729,2577,3303,3617,10255
1608651507,6740,1729,2576,3303,3617,10254
1608651527,6738,1729,2577,3303,3617,10256
1608651548,6742,1730,2576,3304,3618,10256
1608651569,6740,1730,2577,3304,3618,10256
1608651589,6740,1729,2576,3303,3617,10254
1608651610,6740,1729,2576,3303,3617,10254
1608651631,6740,1730,2577,3304,3618,10256
1608651652,6738,1729,2577,3303,3617,10255
1608651672,6738,1729,2577,3303,3617,10255
1608651693,6740,1729,2576,3303,3617,10255
1608651714,6740,1730,2577,3304,3618,10257
1608651734,6741,1729,2577,3304,3619,10258
1608651755,6740,1730,2577,3304,3618,10258
1608651776,6741,1729,2577,3304,3619,10258
1608651797,6741,1731,2577,3305,3619,10259
1608651817,6740,1730,2577,3304,3618,10258
1608651838,6740,1730,2577,3304,3618,10257
1608651859,6741,1729,2577,3304,3619,10258
1608651879,6741,1729,2577,3304,3619,10259
1608651900,6741,1729,2577,3304,3619,10258
1608651921,6741,1729,2577,3304,3619,10258
1608651941,6741,1729,2577,3304,3619,10258
1608651962,6741,1729,2577,3304,3619,10258
1608651983,6741,1729,2577,3304,3619,10258
1608652004,6741,1731,2577,3305,3619,10259
1608652024,6741,1731,2577,3305,3619,10259
1608652045,6743,1730,2577,3305,3620,10261
1608652066,6741,1731,2577,3305,3619,10259
1608652086,6741,1731,2577,3305,3619,10259
1608652107,6741,1731,2577,3305,3619,10260
1608652128,6743,1730,2577,3305,3620,10260
1608652148,6743,1730,2577,3305,3620,10262
1608652169,6743,1730,2577,3305,3620,10262
1608652190,6742,1730,2578,3306,3621,10264
1608652211,6742,1730,2578,3306,3621,10263
1608652231,6742,1730,2578,3306,3621,10264
1608652252,6742,1730,2578,3306,3621,10264
1608652273,6742,1730,2578,3306,3621,10265
1608652293,6743,1730,2578,3306,3622,10265
1608652314,6743,1730,2578,3306,3622,10265
1608652335,6743,1730,2578,3306,3622,10265
1608652356,6743,1731,2578,3307,3622,10265
1608652376,6743,1731,2578,3307,3622,10267
1608652397,6741,1731,2579,3307,3622,10268
1608652418,6741,1731,2579,3307,3622,10267
1608652438,6743,1731,2578,3307,3622,10267
1608652459,6741,1731,2579,3307,3622,10268
1608652480,6743,1730,2579,3307,3623,10269
1608652500,6741,1731,2579,3307,3622,10269
1608652521,6743,1732,2579,3308,3623,10270
1608652542,6743,1732,2579,3308,3623,10269
1608652563,6743,1730,2579,3307,3623,10268
1608652583,6743,1732,2579,3308,3623,10270
1608652604,6743,1732,2579,3308,3623,10270
1608652625,6743,1732,2579,3308,3623,10270
1608652645,6743,1732,2579,3308,3623,10269
1608652666,6744,1731,2579,3308,3624,10270
1608652687,6744,1731,2579,3308,3624,10272
1608652707,6744,1731,2579,3308,3624,10271
1608652728,6744,1731,2579,3308,3624,10271
1608652749,6744,1732,2580,3309,3625,10273
1608652770,6745,1732,2580,3310,3626,10275
1608652790,6745,1732,2580,3310,3626,10276
1608652811,6744,1732,2580,3309,3625,10274
1608652832,6744,1732,2580,3309,3625,10275
1608652852,6745,1732,2580,3310,3626,10277
1608652873,6745,1732,2580,3310,3626,10277
1608652894,6744,1732,2580,3309,3625,10275
1608652915,6744,1733,2580,3310,3625,10276
1608652935,6745,1732,2580,3310,3626,10277
1608652956,6745,1732,2580,3310,3626,10277
1608652977,6744,1733,2580,3310,3625,10276
1608652997,6745,1732,2580,3310,3626,10276
1608653018,6743,1734,2581,3311,3626,10277
1608653039,6745,1732,2580,3310,3626,10277
1608653059,6745,1733,2581,3311,3627,10279
1608653080,6745,1732,2580,3310,3626,10278
1608653101,6745,1731,2581,3310,3627,10278
1608653122,6745,1733,2581,3311,3627,10279
1608653142,6745,1733,2581,3311,3627,10280
1608653163,6745,1733,2581,3311,3627,10280
1608653184,6746,1732,2581,3311,3628,10281
1608653204,6746,1734,2581,3312,3628,10282
1608653225,6746,1734,2581,3312,3628,10283
1608653246,6748,1733,2581,3312,3629,10284
1608653266,6744,1733,2582,3312,3628,10283
1608653287,6745,1733,2582,3312,3629,10284
1608653308,6745,1733,2582,3312,3629,10283
1608653329,6745,1734,2582,3313,3629,10284
1608653349,6745,1734,2582,3313,3629,10285
1608653370,6745,1734,2582,3313,3629,10284
1608653391,6745,1734,2582,3313,3629,10286
1608653411,6747,1734,2582,3313,3630,10287
1608653432,6745,1735,2583,3314,3630,10288
1608653453,6745,1735,2583,3314,3630,10287
1608653474,6747,1735,2582,3314,3630,10287
1608653494,6745,1734,2582,3313,3629,10285
1608653515,6745,1734,2582,3313,3629,10286
1608653536,6745,1735,2583,3314,3630,10287
1608653556,6745,1735,2583,3314,3630,10287
1608653577,6745,1735,2583,3314,3630,10288
1608653598,6746,1734,2583,3314,3631,10289
1608653618,6747,1735,2582,3314,3630,10287
1608653639,6746,1734,2583,3314,3631,10289
1608653660,6746,1734,2583,3314,3631,10288
1608653681,6746,1736,2583,3315,3631,10290
1608653701,6746,1736,2583,3315,3631,10290
1608653722,6746,1736,2583,3315,3631,10290
1608653743,6746,1736,2583,3315,3631,10289
1608653763,6748,1735,2583,3315,3632,10291
1608653784,6746,1734,2583,3314,3631,10289
1608653805,6748,1735,2583,3315,3632,10291
1608653825,6746,1736,2584,3316,3632,10292
1608653846,6748,1735,2583,3315,3632,10291
1608653867,6746,1736,2584,3316,3632,10292
1608653888,6747,1735,2584,3316,3633,10295
1608653908,6747,1735,2584,3316,3633,10294
1608653929,6747,1735,2584,3316,3633,10293
1608653950,6747,1735,2584,3316,3633,10294
1608653970,6747,1735,2584,3316,3633,10294
1608653991,6746,1736,2584,3316,3632,10292
1608654012,6747,1735,2584,3316,3633,10293
1608654033,6749,1735,2584,3316,3634,10294
1608654053,6747,1735,2584,3316,3633,10294
1608654074,6747,1735,2584,3316,3633,10294
1608654095,6747,1735,2584,3316,3633,10293
1608654115,6747,1735,2584,3316,3633,10293
1608654136,6747,1735,2584,3316,3633,10294
1608654157,6747,1735,2584,3316,3633,10295
1608654177,6749,1736,2584,3317,3634,10294
1608654198,6749,1736,2584,3317,3634,10296
1608654219,6749,1736,2584,3317,3634,10295
1608654240,6749,1736,2584,3317,3634,10295
1608654260,6749,1736,2584,3317,3634,10296
1608654281,6747,1735,2584,3316,3633,10294
1608654302,6749,1736,2584,3317,3634,10295
1608654322,6749,1736,2584,3317,3634,10296
1608654343,6747,1736,2585,3317,3634,10298
1608654364,6748,1737,2585,3318,3635,10298
1608654384,6748,1737,2585,3318,3635,10299
1608654405,6748,1737,2585,3318,3635,10299
1608654426,6748,1737,2585,3318,3635,10299
1608654447,6748,1737,2585,3318,3635,10300
1608654467,6750,1736,2585,3318,3636,10300
1608654488,6750,1738,2585,3319,3636,10302
1608654509,6750,1738,2585,3319,3636,10302
1608654529,6749,1737,2586,3319,3637,10304
1608654550,6749,1737,2586,3319,3637,10304
1608654571,6749,1738,2586,3320,3637,10304
1608654592,6749,1738,2586,3320,3637,10304
1608654612,6750,1737,2586,3320,3638,10305
1608654633,6750,1738,2587,3321,3639,10308
1608654654,6750,1738,2587,3321,3639,10307
1608654674,6750,1738,2587,3321,3639,10309
1608654695,6750,1740,2587,3322,3639,10309
1608654716,6751,1739,2587,3322,3640,10311
1608654736,6751,1739,2587,3322,3640,10311
1608654757,6751,1739,2587,3322,3640,10311
1608654778,6751,1739,2587,3322,3640,10311
1608654799,6749,1738,2588,3322,3640,10312
1608654819,6753,1738,2587,3322,3641,10312
1608654840,6751,1739,2588,3323,3641,10313
1608654861,6751,1739,2588,3323,3641,10312
1608654881,6751,1739,2588,3323,3641,10313
1608654902,6752,1739,2588,3323,3642,10314
1608654923,6752,1739,2588,3323,3642,10315
1608654943,6752,1739,2588,3323,3642,10315
1608654964,6752,1739,2589,3324,3643,10317
1608654985,6750,1740,2589,3324,3642,10317
1608655006,6752,1739,2589,3324,3643,10319
1608655026,6752,1739,2589,3324,3643,10319
1608655047,6752,1739,2589,3324,3643,10318
1608655068,6752,1741,2589,3325,3643,10319
1608655088,6752,1741,2589,3325,3643,10321
1608655109,6752,1741,2589,3325,3643,10320
1608655130,6753,1740,2589,3325,3644,10322
1608655151,6751,1740,2590,3325,3644,10322
1608655171,6751,1740,2590,3325,3644,10322
1608655192,6752,1740,2590,3326,3645,10323
1608655213,6754,1741,2590,3327,3646,10325
1608655233,6752,1742,2590,3327,3645,10326
1608655254,6752,1741,2591,3327,3646,10326
1608655275,6753,1742,2591,3328,3647,10328
1608655295,6753,1742,2591,3328,3647,10328
1608655316,6753,1742,2591,3328,3647,10329
1608655337,6753,1741,2592,3328,3648,10329
1608655358,6755,1741,2591,3328,3648,10330
1608655378,6755,1741,2591,3328,3648,10330
1608655399,6755,1741,2591,3328,3648,10330
1608655420,6754,1742,2592,3329,3649,10332
1608655440,6754,1742,2592,3329,3649,10334
1608655461,6756,1742,2592,3330,3650,10335
1608655482,6756,1742,2592,3330,3650,10336
1608655502,6754,1742,2593,3330,3650,10336
1608655523,6754,1742,2593,3330,3650,10338
1608655544,6755,1743,2593,3331,3651,10339
1608655565,6754,1742,2593,3330,3650,10339
1608655585,6754,1742,2593,3330,3650,10339
1608655606,6755,1743,2593,3331,3651,10340
1608655627,6754,1742,2594,3331,3652,10342
1608655647,6755,1743,2593,3331,3651,10340
1608655668,6754,1742,2594,3331,3652,10341
1608655689,6754,1742,2594,3331,3652,10341
1608655710,6753,1743,2594,3331,3651,10340
