Time,ColorTemp, Lux, R, G, B, C
1608228469,6122,1442,2709,3031,3364,9759
1608228490,6122,1442,2709,3031,3364,9760
1608228510,6122,1442,2709,3031,3364,9759
1608228531,6122,1442,2709,3031,3364,9760
1608228552,6122,1442,2709,3031,3364,9760
1608228572,6122,1442,2709,3031,3364,9760
1608228593,6122,1442,2709,3031,3364,9760
1608228614,6123,1441,2709,3031,3365,9760
1608228634,6122,1442,2709,3031,3364,9759
1608228655,6123,1442,2708,3031,3364,9759
1608228676,6123,1442,2708,3031,3364,9759
1608228697,6123,1442,2708,3031,3364,9758
1608228717,6123,1442,2708,3031,3364,9759
1608228738,6123,1442,2708,3031,3364,9759
1608228759,6123,1442,2708,3031,3364,9759
1608228779,6123,1442,2708,3031,3364,9759
1608228800,6123,1442,2708,3031,3364,9759
1608228821,6123,1442,2708,3031,3364,9759
1608228842,6123,1442,2708,3031,3364,9759
1608228862,6123,1442,2708,3031,3364,9759
1608228883,6123,1442,2708,3031,3364,9759
1608228904,6123,1442,2708,3031,3364,9759
1608228924,6123,1442,2708,3031,3364,9759
1608228945,6123,1442,2708,3031,3364,9759
1608228966,6123,1442,2708,3031,3364,9758
1608228986,6123,1442,2708,3031,3364,9758
1608229007,6125,1443,2707,3031,3364,9758
1608229028,6123,1442,2708,3031,3364,9759
1608229049,6125,1443,2707,3031,3364,9759
1608229069,6125,1443,2707,3031,3364,9759
1608229090,6125,1443,2707,3031,3364,9758
1608229111,6125,1443,2707,3031,3364,9759
1608229131,6125,1443,2707,3031,3364,9759
1608229152,6125,1443,2707,3031,3364,9759
1608229173,6125,1443,2707,3031,3364,9759
1608229193,6125,1443,2707,3031,3364,9759
1608229214,6125,1443,2707,3031,3364,9759
1608229235,6125,1443,2707,3031,3364,9758
1608229256,6125,1443,2707,3031,3364,9758
1608229276,6125,1443,2707,3031,3364,9758
1608229297,6125,1443,2707,3031,3364,9758
1608229318,6125,1443,2707,3031,3364,9758
1608229338,6125,1443,2707,3031,3364,9758
1608229359,6127,1443,2706,3031,3364,9758
1608229380,6127,1443,2706,3031,3364,9757
1608229401,6126,1444,2706,3031,3363,9757
1608229421,6127,1443,2706,3031,3364,9757
1608229442,6127,1443,2706,3031,3364,9758
1608229463,6127,1443,2706,3031,3364,9758
1608229483,6127,1443,2706,3031,3364,9758
1608229504,6127,1443,2706,3031,3364,9758
1608229525,6127,1444,2706,3032,3364,9759
1608229545,6127,1443,2706,3031,3364,9758
1608229566,6127,1443,2706,3031,3364,9758
1608229587,6127,1443,2706,3031,3364,9758
1608229608,6127,1444,2706,3032,3364,9759
1608229628,6127,1444,2706,3032,3364,9758
1608229649,6127,1444,2706,3032,3364,9758
1608229670,6126,1444,2706,3031,3363,9757
1608229690,6126,1444,2706,3031,3363,9757
1608229711,6127,1443,2706,3031,3364,9757
1608229732,6129,1443,2705,3031,3364,9757
1608229752,6129,1443,2705,3031,3364,9758
1608229773,6127,1443,2706,3031,3364,9758
1608229794,6129,1443,2705,3031,3364,9757
1608229815,6129,1443,2705,3031,3364,9756
1608229835,6129,1443,2705,3031,3364,9757
1608229856,6127,1444,2705,3031,3363,9757
1608229877,6127,1444,2705,3031,3363,9756
1608229897,6127,1444,2705,3031,3363,9756
1608229918,6129,1443,2705,3031,3364,9757
1608229939,6127,1444,2705,3031,3363,9757
1608229960,6129,1443,2705,3031,3364,9757
1608229980,6127,1444,2705,3031,3363,9756
1608230001,6129,1445,2705,3032,3364,9757
1608230022,6129,1444,2704,3031,3363,9756
1608230042,6129,1444,2704,3031,3363,9756
1608230063,6129,1444,2704,3031,3363,9755
1608230084,6129,1445,2705,3032,3364,9756
1608230104,6129,1445,2705,3032,3364,9757
1608230125,6129,1445,2705,3032,3364,9757
1608230146,6129,1445,2705,3032,3364,9757
1608230167,6130,1444,2704,3031,3364,9756
1608230187,6130,1444,2704,3031,3364,9757
1608230208,6129,1444,2704,3031,3363,9756
1608230229,6130,1445,2704,3032,3364,9757
1608230249,6130,1445,2704,3032,3364,9756
1608230270,6130,1444,2704,3031,3364,9756
1608230291,6129,1444,2704,3031,3363,9756
1608230312,6129,1444,2704,3031,3363,9756
1608230332,6129,1444,2704,3031,3363,9755
1608230353,6129,1444,2704,3031,3363,9755
1608230374,6129,1444,2704,3031,3363,9755
1608230394,6129,1444,2704,3031,3363,9755
1608230415,6131,1445,2703,3031,3363,9755
1608230436,6131,1445,2703,3031,3363,9755
1608230456,6131,1445,2703,3031,3363,9755
1608230477,6131,1445,2703,3031,3363,9755
1608230498,6131,1445,2703,3031,3363,9755
1608230519,6131,1445,2703,3031,3363,9755
1608230539,6131,1445,2703,3031,3363,9755
1608230560,6131,1445,2703,3031,3363,9755
1608230581,6131,1445,2703,3031,3363,9754
1608230601,6131,1445,2703,3031,3363,9754
1608230622,6131,1445,2703,3031,3363,9755
1608230643,6131,1446,2703,3032,3363,9756
1608230663,6131,1445,2703,3031,3363,9754
1608230684,6131,1445,2703,3031,3363,9755
1608230705,6132,1445,2703,3032,3364,9756
1608230726,6131,1445,2703,3031,3363,9755
1608230746,6131,1446,2703,3032,3363,9755
1608230767,6131,1446,2703,3032,3363,9755
1608230788,6133,1445,2702,3031,3363,9754
1608230808,6131,1446,2703,3032,3363,9755
1608230829,6133,1445,2702,3031,3363,9754
1608230850,6131,1446,2703,3032,3363,9755
1608230871,6133,1445,2702,3031,3363,9755
1608230891,6131,1446,2703,3032,3363,9755
1608230912,6133,1445,2702,3031,3363,9754
1608230933,6133,1445,2702,3031,3363,9755
1608230953,6133,1445,2702,3031,3363,9755
1608230974,6133,1446,2702,3032,3363,9755
1608230995,6133,1446,2702,3032,3363,9755
1608231015,6133,1445,2702,3031,3363,9754
1608231036,6133,1445,2702,3031,3363,9755
1608231057,6133,1445,2702,3031,3363,9754
1608231078,6133,1445,2702,3031,3363,9754
1608231098,6133,1445,2702,3031,3363,9753
1608231119,6134,1445,2701,3031,3363,9753
1608231140,6133,1445,2702,3031,3363,9754
1608231160,6134,1445,2701,3031,3363,9753
1608231181,6134,1445,2701,3031,3363,9754
1608231202,6134,1445,2701,3031,3363,9753
1608231222,6134,1445,2701,3031,3363,9753
1608231243,6134,1445,2701,3031,3363,9753
1608231264,6134,1445,2701,3031,3363,9753
1608231285,6134,1445,2701,3031,3363,9753
1608231305,6134,1445,2701,3031,3363,9753
1608231326,6134,1445,2701,3031,3363,9753
1608231347,6134,1445,2701,3031,3363,9753
1608231367,6134,1445,2701,3031,3363,9752
1608231388,6134,1445,2701,3031,3363,9752
1608231409,6134,1445,2701,3031,3363,9752
1608231430,6134,1445,2701,3031,3363,9753
1608231450,6134,1445,2701,3031,3363,9753
1608231471,6134,1445,2701,3031,3363,9753
1608231492,6134,1447,2701,3032,3363,9753
1608231512,6135,1446,2700,3031,3362,9752
1608231533,6136,1446,2700,3031,3363,9752
1608231554,6136,1446,2700,3031,3363,9752
1608231574,6136,1446,2700,3031,3363,9752
1608231595,6135,1446,2700,3031,3362,9752
1608231616,6136,1446,2700,3031,3363,9752
1608231637,6135,1446,2700,3031,3362,9752
1608231657,6135,1446,2700,3031,3362,9751
1608231678,6136,1446,2700,3031,3363,9752
1608231699,6135,1446,2700,3031,3362,9752
1608231719,6136,1446,2700,3031,3363,9752
1608231740,6136,1447,2700,3032,3363,9752
1608231761,6136,1447,2700,3032,3363,9752
1608231781,6135,1446,2700,3031,3362,9752
1608231802,6136,1447,2699,3031,3362,9751
1608231823,6136,1447,2699,3031,3362,9751
1608231844,6136,1447,2699,3031,3362,9751
1608231864,6138,1446,2699,3031,3363,9752
1608231885,6136,1447,2699,3031,3362,9751
1608231906,6138,1446,2699,3031,3363,9751
1608231926,6136,1447,2699,3031,3362,9750
1608231947,6136,1447,2699,3031,3362,9751
1608231968,6136,1447,2699,3031,3362,9750
1608231989,6136,1447,2699,3031,3362,9750
1608232009,6138,1446,2699,3031,3363,9751
1608232030,6136,1447,2699,3031,3362,9751
1608232051,6136,1447,2699,3031,3362,9751
1608232071,6136,1447,2699,3031,3362,9751
1608232092,6136,1447,2699,3031,3362,9751
1608232113,6136,1447,2699,3031,3362,9751
1608232133,6136,1447,2699,3031,3362,9750
1608232154,6136,1447,2699,3031,3362,9751
1608232175,6136,1447,2699,3031,3362,9750
1608232196,6138,1447,2698,3031,3362,9749
1608232216,6138,1447,2698,3031,3362,9750
1608232237,6138,1447,2698,3031,3362,9750
1608232258,6138,1447,2698,3031,3362,9750
1608232278,6138,1447,2698,3031,3362,9750
1608232299,6138,1447,2698,3031,3362,9749
1608232320,6138,1447,2698,3031,3362,9749
1608232340,6138,1447,2698,3031,3362,9749
1608232361,6138,1447,2698,3031,3362,9749
1608232382,6138,1447,2698,3031,3362,9749
1608232403,6138,1447,2698,3031,3362,9749
1608232423,6138,1447,2698,3031,3362,9749
1608232444,6138,1447,2698,3031,3362,9750
1608232465,6138,1447,2698,3031,3362,9749
1608232485,6138,1447,2698,3031,3362,9750
1608232506,6138,1447,2698,3031,3362,9749
1608232527,6138,1447,2698,3031,3362,9749
1608232548,6140,1447,2697,3031,3362,9749
1608232568,6140,1447,2697,3031,3362,9749
1608232589,6140,1447,2697,3031,3362,9749
1608232610,6140,1447,2697,3031,3362,9749
1608232630,6140,1447,2697,3031,3362,9749
1608232651,6140,1447,2697,3031,3362,9748
1608232672,6140,1447,2697,3031,3362,9748
1608232692,6139,1448,2697,3031,3361,9748
1608232713,6139,1448,2697,3031,3361,9747
1608232734,6140,1447,2697,3031,3362,9748
1608232755,6140,1447,2697,3031,3362,9748
1608232775,6140,1447,2697,3031,3362,9747
1608232796,6140,1447,2697,3031,3362,9748
1608232817,6139,1448,2697,3031,3361,9747
1608232837,6142,1448,2696,3031,3362,9747
1608232858,6140,1447,2697,3031,3362,9747
1608232879,6140,1448,2696,3031,3361,9747
1608232899,6142,1448,2696,3031,3362,9748
1608232920,6140,1448,2696,3031,3361,9747
1608232941,6142,1448,2696,3031,3362,9747
1608232962,6140,1448,2696,3031,3361,9747
1608232982,6142,1448,2696,3031,3362,9748
1608233003,6142,1448,2696,3031,3362,9748
1608233024,6140,1448,2696,3031,3361,9746
1608233044,6140,1448,2696,3031,3361,9747
1608233065,6140,1448,2696,3031,3361,9747
1608233086,6140,1448,2696,3031,3361,9747
1608233107,6140,1448,2696,3031,3361,9747
1608233127,6140,1448,2696,3031,3361,9746
1608233148,6140,1448,2696,3031,3361,9746
1608233169,6140,1448,2696,3031,3361,9747
1608233189,6142,1448,2696,3031,3362,9748
1608233210,6140,1448,2696,3031,3361,9746
1608233231,6142,1449,2695,3031,3361,9746
1608233251,6142,1449,2695,3031,3361,9746
1608233272,6142,1449,2695,3031,3361,9746
1608233293,6142,1449,2695,3031,3361,9746
1608233314,6142,1449,2695,3031,3361,9745
1608233334,6142,1449,2695,3031,3361,9745
1608233355,6142,1449,2695,3031,3361,9746
1608233376,6142,1449,2695,3031,3361,9745
1608233396,6142,1449,2695,3031,3361,9746
1608233417,6142,1449,2695,3031,3361,9745
1608233438,6142,1449,2695,3031,3361,9745
1608233458,6142,1449,2695,3031,3361,9745
1608233479,6142,1449,2695,3031,3361,9746
1608233500,6142,1449,2695,3031,3361,9745
1608233521,6142,1449,2695,3031,3361,9744
1608233541,6142,1448,2694,3030,3360,9744
1608233562,6142,1448,2694,3030,3360,9744
1608233583,6144,1449,2694,3031,3361,9744
1608233603,6144,1449,2694,3031,3361,9745
1608233624,6144,1449,2694,3031,3361,9745
1608233645,6144,1449,2694,3031,3361,9745
1608233666,6144,1449,2694,3031,3361,9744
1608233686,6144,1449,2694,3031,3361,9744
1608233707,6144,1449,2694,3031,3361,9744
1608233728,6144,1449,2694,3031,3361,9744
1608233748,6142,1450,2694,3031,3360,9743
1608233769,6144,1449,2694,3031,3361,9744
1608233790,6144,1448,2693,3030,3360,9743
1608233810,6144,1448,2693,3030,3360,9742
1608233831,6144,1448,2693,3030,3360,9743
1608233852,6144,1448,2693,3030,3360,9742
1608233873,6144,1448,2693,3030,3360,9742
1608233893,6144,1448,2693,3030,3360,9743
1608233914,6144,1448,2693,3030,3360,9742
1608233935,6144,1450,2693,3031,3360,9743
1608233955,6144,1450,2693,3031,3360,9742
1608233976,6144,1448,2693,3030,3360,9742
1608233997,6144,1450,2693,3031,3360,9743
1608234017,6144,1448,2693,3030,3360,9743
1608234038,6144,1448,2693,3030,3360,9742
1608234059,6144,1448,2693,3030,3360,9742
1608234080,6144,1448,2693,3030,3360,9742
1608234100,6144,1450,2693,3031,3360,9742
1608234121,6144,1450,2693,3031,3360,9742
1608234142,6144,1448,2693,3030,3360,9742
1608234162,6144,1450,2693,3031,3360,9742
1608234183,6146,1449,2692,3030,3360,9742
1608234204,6146,1449,2692,3030,3360,9742
1608234224,6146,1449,2692,3030,3360,9742
1608234245,6146,1449,2692,3030,3360,9741
1608234266,6146,1449,2692,3030,3360,9741
1608234287,6146,1449,2692,3030,3360,9741
1608234307,6146,1449,2692,3030,3360,9741
1608234328,6146,1449,2692,3030,3360,9741
1608234349,6146,1449,2692,3030,3360,9741
1608234369,6146,1449,2692,3030,3360,9741
1608234390,6146,1449,2692,3030,3360,9742
1608234411,6146,1450,2692,3031,3360,9742
1608234432,6146,1450,2692,3031,3360,9742
1608234452,6146,1449,2692,3030,3360,9742
1608234473,6146,1449,2692,3030,3360,9741
1608234494,6146,1449,2692,3030,3360,9742
1608234514,6146,1449,2692,3030,3360,9740
1608234535,6148,1449,2691,3030,3360,9741
1608234556,6146,1449,2692,3030,3360,9741
1608234576,6148,1449,2691,3030,3360,9741
1608234597,6148,1449,2691,3030,3360,9741
1608234618,6148,1449,2691,3030,3360,9741
1608234639,6146,1450,2691,3030,3359,9740
1608234659,6148,1449,2691,3030,3360,9740
1608234680,6148,1449,2691,3030,3360,9741
1608234701,6146,1450,2691,3030,3359,9740
1608234721,6146,1450,2691,3030,3359,9739
1608234742,6146,1450,2691,3030,3359,9740
1608234763,6146,1450,2691,3030,3359,9740
1608234783,6146,1450,2691,3030,3359,9739
1608234804,6146,1450,2691,3030,3359,9739
1608234825,6148,1450,2690,3030,3359,9738
1608234846,6148,1450,2690,3030,3359,9738
1608234866,6148,1450,2690,3030,3359,9738
1608234887,6148,1450,2690,3030,3359,9738
1608234908,6148,1450,2690,3030,3359,9738
1608234928,6148,1450,2690,3030,3359,9739
1608234949,6148,1450,2690,3030,3359,9739
1608234970,6148,1450,2690,3030,3359,9738
1608234991,6148,1450,2690,3030,3359,9738
1608235011,6148,1450,2690,3030,3359,9738
1608235032,6148,1450,2690,3030,3359,9738
1608235053,6148,1450,2690,3030,3359,9738
1608235073,6148,1450,2690,3030,3359,9738
1608235094,6148,1450,2690,3030,3359,9738
1608235115,6148,1450,2690,3030,3359,9738
1608235135,6150,1450,2689,3030,3359,9738
1608235156,6150,1450,2689,3030,3359,9738
1608235177,6150,1450,2689,3030,3359,9738
1608235198,6150,1450,2689,3030,3359,9738
1608235218,6150,1450,2689,3030,3359,9737
1608235239,6150,1450,2689,3030,3359,9737
1608235260,6148,1451,2689,3030,3358,9737
1608235280,6148,1451,2689,3030,3358,9737
1608235301,6148,1451,2689,3030,3358,9736
1608235322,6148,1450,2689,3029,3358,9735
1608235342,6150,1450,2689,3030,3359,9737
1608235363,6150,1450,2689,3030,3359,9737
1608235384,6148,1450,2689,3029,3358,9736
1608235405,6150,1452,2688,3030,3358,9736
1608235425,6150,1450,2688,3029,3358,9735
1608235446,6150,1452,2688,3030,3358,9736
1608235467,6152,1451,2688,3030,3359,9737
1608235487,6150,1450,2689,3030,3359,9736
1608235508,6150,1452,2688,3030,3358,9736
1608235529,6150,1452,2688,3030,3358,9736
1608235550,6150,1450,2688,3029,3358,9736
1608235570,6150,1452,2688,3030,3358,9736
1608235591,6150,1450,2688,3029,3358,9736
1608235612,6150,1450,2688,3029,3358,9736
1608235632,6150,1452,2688,3030,3358,9736
1608235653,6150,1452,2688,3030,3358,9736
1608235674,6150,1450,2688,3029,3358,9735
1608235694,6150,1450,2688,3029,3358,9735
1608235715,6150,1452,2688,3030,3358,9735
1608235736,6150,1450,2688,3029,3358,9735
1608235757,6150,1452,2688,3030,3358,9735
1608235777,6150,1452,2688,3030,3358,9736
1608235798,6152,1450,2687,3029,3358,9734
1608235819,6152,1450,2687,3029,3358,9735
1608235839,6152,1450,2687,3029,3358,9735
1608235860,6152,1450,2687,3029,3358,9735
1608235881,6152,1452,2687,3030,3358,9735
1608235901,6152,1450,2687,3029,3358,9734
1608235922,6152,1450,2687,3029,3358,9735
1608235943,6152,1450,2687,3029,3358,9734
1608235964,6152,1450,2687,3029,3358,9734
1608235984,6151,1451,2687,3029,3357,9734
1608236005,6152,1450,2687,3029,3358,9733
1608236026,6152,1450,2687,3029,3358,9734
1608236046,6152,1450,2687,3029,3358,9734
1608236067,6152,1452,2687,3030,3358,9735
1608236088,6152,1452,2687,3030,3358,9734
1608236109,6152,1450,2687,3029,3358,9734
1608236129,6152,1452,2687,3030,3358,9734
1608236150,6152,1450,2687,3029,3358,9734
1608236171,6152,1452,2687,3030,3358,9735
1608236191,6152,1452,2687,3030,3358,9734
1608236212,6152,1452,2687,3030,3358,9735
1608236233,6152,1452,2687,3030,3358,9734
1608236253,6154,1452,2686,3030,3358,9734
1608236274,6152,1451,2686,3029,3357,9733
1608236295,6154,1451,2686,3029,3358,9734
1608236316,6154,1451,2686,3029,3358,9733
1608236336,6154,1451,2686,3029,3358,9733
1608236357,6154,1451,2686,3029,3358,9733
1608236378,6152,1451,2686,3029,3357,9732
1608236398,6154,1451,2686,3029,3358,9733
1608236419,6152,1451,2686,3029,3357,9733
1608236440,6152,1451,2686,3029,3357,9732
1608236460,6152,1451,2686,3029,3357,9732
1608236481,6152,1451,2686,3029,3357,9732
1608236502,6154,1452,2685,3029,3357,9732
1608236523,6154,1451,2686,3029,3358,9733
1608236543,6154,1451,2686,3029,3358,9733
1608236564,6154,1452,2685,3029,3357,9732
1608236585,6152,1451,2686,3029,3357,9732
1608236605,6154,1452,2685,3029,3357,9732
1608236626,6154,1452,2685,3029,3357,9731
1608236647,6154,1452,2685,3029,3357,9732
1608236668,6154,1452,2685,3029,3357,9732
1608236688,6154,1452,2685,3029,3357,9732
1608236709,6154,1452,2685,3029,3357,9732
1608236730,6155,1452,2685,3030,3358,9733
1608236750,6154,1452,2685,3029,3357,9732
1608236771,6154,1452,2685,3029,3357,9732
1608236792,6154,1452,2685,3029,3357,9731
1608236812,6154,1452,2685,3029,3357,9732
1608236833,6154,1452,2685,3029,3357,9731
1608236854,6154,1452,2685,3029,3357,9731
1608236875,6156,1452,2684,3029,3357,9731
1608236895,6154,1452,2685,3029,3357,9731
1608236916,6154,1452,2685,3029,3357,9732
1608236937,6156,1452,2684,3029,3357,9731
1608236957,6156,1452,2684,3029,3357,9731
1608236978,6156,1452,2684,3029,3357,9731
1608236999,6154,1453,2685,3030,3357,9732
1608237019,6156,1452,2684,3029,3357,9731
1608237040,6156,1452,2684,3029,3357,9731
1608237061,6156,1452,2684,3029,3357,9730
1608237082,6156,1452,2684,3029,3357,9731
1608237102,6156,1452,2684,3029,3357,9731
1608237123,6156,1452,2684,3029,3357,9731
1608237144,6156,1452,2684,3029,3357,9731
1608237164,6156,1452,2684,3029,3357,9731
1608237185,6156,1452,2684,3029,3357,9731
1608237206,6156,1452,2684,3029,3357,9731
1608237227,6156,1452,2684,3029,3357,9731
1608237247,6156,1452,2684,3029,3357,9730
1608237268,6156,1452,2684,3029,3357,9730
1608237289,6156,1452,2684,3029,3357,9730
1608237309,6158,1452,2683,3029,3357,9730
1608237330,6158,1452,2683,3029,3357,9730
1608237351,6156,1452,2684,3029,3357,9731
1608237371,6156,1452,2684,3029,3357,9731
1608237392,6158,1452,2683,3029,3357,9730
1608237413,6156,1453,2683,3029,3356,9729
1608237434,6158,1452,2683,3029,3357,9730
1608237454,6158,1452,2683,3029,3357,9729
1608237475,6158,1452,2683,3029,3357,9730
1608237496,6158,1452,2683,3029,3357,9730
1608237516,6158,1452,2683,3029,3357,9730
1608237537,6158,1452,2683,3029,3357,9730
1608237558,6158,1452,2683,3029,3357,9729
1608237578,6158,1452,2683,3029,3357,9729
1608237599,6156,1453,2683,3029,3356,9729
1608237620,6156,1453,2683,3029,3356,9729
1608237641,6158,1452,2683,3029,3357,9729
1608237661,6158,1452,2683,3029,3357,9730
1608237682,6158,1452,2683,3029,3357,9729
1608237703,6158,1452,2683,3029,3357,9729
1608237723,6159,1453,2682,3029,3357,9729
1608237744,6158,1452,2683,3029,3357,9729
1608237765,6158,1453,2682,3029,3356,9729
1608237786,6158,1453,2682,3029,3356,9729
1608237806,6158,1453,2682,3029,3356,9729
1608237827,6158,1453,2682,3029,3356,9729
1608237848,6158,1453,2682,3029,3356,9728
1608237868,6158,1453,2682,3029,3356,9729
1608237889,6159,1453,2682,3029,3357,9729
1608237910,6158,1453,2682,3029,3356,9729
1608237930,6158,1453,2682,3029,3356,9728
1608237951,6158,1453,2682,3029,3356,9728
1608237972,6158,1453,2682,3029,3356,9728
1608237993,6158,1453,2682,3029,3356,9728
1608238013,6158,1453,2682,3029,3356,9728
1608238034,6158,1453,2682,3029,3356,9728
1608238055,6158,1453,2682,3029,3356,9728
1608238075,6158,1453,2682,3029,3356,9727
1608238096,6158,1453,2682,3029,3356,9727
1608238117,6160,1454,2681,3029,3356,9726
1608238137,6160,1454,2681,3029,3356,9727
1608238158,6160,1454,2681,3029,3356,9727
1608238179,6160,1454,2681,3029,3356,9727
1608238200,6160,1454,2681,3029,3356,9726
1608238220,6160,1454,2681,3029,3356,9726
1608238241,6160,1454,2681,3029,3356,9726
1608238262,6158,1453,2681,3028,3355,9725
1608238282,6158,1453,2681,3028,3355,9726
1608238303,6160,1453,2680,3028,3355,9726
1608238324,6160,1452,2681,3028,3356,9726
1608238345,6158,1454,2681,3029,3355,9726
1608238365,6160,1453,2680,3028,3355,9725
1608238386,6158,1453,2681,3028,3355,9726
1608238407,6160,1453,2680,3028,3355,9725
1608238427,6160,1453,2680,3028,3355,9726
1608238448,6160,1455,2680,3029,3355,9726
1608238469,6160,1453,2680,3028,3355,9725
1608238489,6160,1455,2680,3029,3355,9725
1608238510,6160,1453,2680,3028,3355,9725
1608238531,6160,1455,2680,3029,3355,9725
1608238552,6160,1453,2680,3028,3355,9724
1608238572,6160,1455,2680,3029,3355,9725
1608238593,6160,1453,2680,3028,3355,9724
1608238614,6160,1455,2680,3029,3355,9724
1608238634,6160,1453,2680,3028,3355,9725
1608238655,6162,1454,2680,3029,3356,9725
1608238676,6162,1454,2680,3029,3356,9725
1608238696,6160,1455,2680,3029,3355,9725
1608238717,6160,1455,2680,3029,3355,9725
1608238738,6160,1453,2680,3028,3355,9725
1608238759,6160,1455,2680,3029,3355,9724
1608238779,6160,1455,2680,3029,3355,9725
1608238800,6160,1453,2680,3028,3355,9724
1608238821,6162,1454,2680,3029,3356,9726
1608238841,6160,1455,2680,3029,3355,9725
1608238862,6162,1455,2679,3029,3355,9724
1608238883,6162,1455,2679,3029,3355,9724
1608238904,6160,1455,2680,3029,3355,9725
1608238924,6162,1453,2679,3028,3355,9724
1608238945,6162,1453,2679,3028,3355,9724
1608238966,6162,1455,2679,3029,3355,9724
1608238986,6162,1455,2679,3029,3355,9724
1608239007,6162,1455,2679,3029,3355,9723
1608239028,6162,1455,2679,3029,3355,9724
1608239048,6162,1453,2679,3028,3355,9723
1608239069,6162,1453,2679,3028,3355,9723
1608239090,6162,1455,2679,3029,3355,9724
1608239111,6162,1453,2679,3028,3355,9723
1608239131,6162,1453,2679,3028,3355,9723
1608239152,6162,1453,2679,3028,3355,9723
1608239173,6162,1453,2679,3028,3355,9723
1608239193,6164,1454,2678,3028,3355,9722
1608239214,6162,1455,2678,3028,3354,9722
1608239235,6164,1454,2678,3028,3355,9722
1608239255,6164,1454,2678,3028,3355,9722
1608239276,6162,1455,2678,3028,3354,9721
1608239297,6164,1454,2678,3028,3355,9722
1608239318,6162,1455,2678,3028,3354,9721
1608239338,6164,1454,2678,3028,3355,9722
1608239359,6164,1454,2678,3028,3355,9722
1608239380,6162,1455,2678,3028,3354,9721
1608239400,6162,1455,2678,3028,3354,9722
1608239421,6162,1455,2678,3028,3354,9721
1608239442,6162,1455,2678,3028,3354,9721
1608239463,6162,1455,2678,3028,3354,9720
1608239483,6162,1455,2678,3028,3354,9721
1608239504,6162,1455,2678,3028,3354,9721
1608239525,6162,1455,2678,3028,3354,9720
1608239545,6164,1455,2677,3028,3354,9720
1608239566,6162,1455,2678,3028,3354,9721
1608239587,6164,1455,2677,3028,3354,9720
1608239607,6164,1455,2677,3028,3354,9721
1608239628,6164,1455,2677,3028,3354,9720
1608239649,6164,1455,2677,3028,3354,9720
1608239670,6164,1455,2677,3028,3354,9720
1608239690,6164,1455,2677,3028,3354,9720
1608239711,6164,1455,2677,3028,3354,9720
1608239732,6164,1455,2677,3028,3354,9720
1608239752,6164,1454,2676,3027,3353,9719
1608239773,6164,1455,2677,3028,3354,9720
1608239794,6164,1455,2677,3028,3354,9720
1608239814,6164,1455,2677,3028,3354,9720
1608239835,6164,1456,2676,3028,3353,9719
1608239856,6164,1453,2677,3027,3354,9718
1608239877,6166,1455,2676,3028,3354,9719
1608239897,6164,1454,2676,3027,3353,9719
1608239918,6166,1455,2676,3028,3354,9719
1608239939,6166,1455,2676,3028,3354,9719
1608239959,6164,1456,2676,3028,3353,9719
1608239980,6166,1455,2676,3028,3354,9719
1608240001,6166,1455,2676,3028,3354,9719
1608240022,6166,1455,2676,3028,3354,9719
1608240042,6166,1455,2676,3028,3354,9719
1608240063,6166,1455,2676,3028,3354,9719
1608240084,6164,1454,2676,3027,3353,9718
1608240104,6166,1455,2676,3028,3354,9719
1608240125,6164,1454,2676,3027,3353,9718
1608240146,6164,1454,2676,3027,3353,9718
1608240166,6164,1454,2676,3027,3353,9718
1608240187,6164,1454,2676,3027,3353,9718
1608240208,6164,1454,2676,3027,3353,9718
1608240229,6166,1455,2676,3028,3354,9718
1608240249,6164,1454,2676,3027,3353,9718
1608240270,6166,1455,2675,3027,3353,9718
1608240291,6166,1456,2675,3028,3353,9718
1608240311,6164,1456,2676,3028,3353,9719
1608240332,6166,1455,2675,3027,3353,9718
1608240353,6166,1455,2675,3027,3353,9718
1608240373,6166,1456,2675,3028,3353,9718
1608240394,6166,1455,2675,3027,3353,9717
1608240415,6166,1455,2675,3027,3353,9718
1608240436,6166,1456,2675,3028,3353,9718
1608240456,6166,1456,2675,3028,3353,9718
1608240477,6166,1455,2675,3027,3353,9717
1608240498,6166,1455,2675,3027,3353,9718
1608240518,6166,1456,2675,3028,3353,9717
1608240539,6166,1455,2675,3027,3353,9716
1608240560,6166,1455,2675,3027,3353,9717
1608240581,6166,1456,2675,3028,3353,9718
1608240601,6166,1455,2675,3027,3353,9716
1608240622,6166,1455,2675,3027,3353,9717
1608240643,6166,1455,2675,3027,3353,9717
1608240663,6166,1455,2675,3027,3353,9716
1608240684,6168,1455,2674,3027,3353,9716
1608240705,6168,1455,2674,3027,3353,9715
1608240725,6167,1456,2674,3027,3352,9715
1608240746,6168,1455,2674,3027,3353,9716
1608240767,6168,1455,2674,3027,3353,9715
1608240788,6168,1455,2674,3027,3353,9715
1608240808,6168,1455,2674,3027,3353,9716
1608240829,6167,1456,2674,3027,3352,9715
1608240850,6168,1455,2674,3027,3353,9715
1608240870,6167,1456,2674,3027,3352,9715
1608240891,6167,1456,2674,3027,3352,9715
1608240912,6168,1455,2674,3027,3353,9715
1608240932,6168,1455,2674,3027,3353,9715
1608240953,6167,1456,2674,3027,3352,9715
1608240974,6167,1456,2674,3027,3352,9715
1608240995,6168,1455,2674,3027,3353,9715
1608241015,6168,1456,2673,3027,3352,9715
